document_id,document_name,organization,url,document_sha256,file_size_bytes,format,status,verification_method
SRC-BSEE-0083,SRC-BSEE-0083.pdf,BSEE,https://www.bsee.gov/safety-alerts/bsee-safety-alert-434-check-your-cybersecurity-readiness,a0e63f6d28f08f0d4f208bce62065e65276774636133c73f8f9c47c76b56f952,1001650,PDF,VERIFIED,CRYPTOGRAPHIC_SHA256_DISK_AUDIT
SRC-BSEE-0084,SRC-BSEE-0084.pdf,BSEE,https://www.bsee.gov/safety-alerts/bsee-safety-alert-433-crane-anti-two-block-weight-pulled-into-boom-tip-causing-damages,780fd4c6ee60affdc9e1aa1eab871bbb39d80f199c30b0e8fcf25fd6f85d9137,3366953,PDF,VERIFIED,CRYPTOGRAPHIC_SHA256_DISK_AUDIT
SRC-BSEE-0085,SRC-BSEE-0085.pdf,BSEE,https://www.bsee.gov/safety-alerts/bsee-safety-alert-432-bsee-identifies-maintenance-and-certification-issues-of-rental,5b418291ed8d5de97063fa24f43aee7fc105662c4b6d59877872d05f36d68a5e,140493,PDF,VERIFIED,CRYPTOGRAPHIC_SHA256_DISK_AUDIT
SRC-BSEE-0086,SRC-BSEE-0086.pdf,BSEE,https://www.bsee.gov/safety-alerts/bsee-safety-alert-431-galley-and-living-quarter-fires,414bf9b8d439841d4886c5ceccabdecfb628665a75350e613080960bf904ad66,1296587,PDF,VERIFIED,CRYPTOGRAPHIC_SHA256_DISK_AUDIT
SRC-BSEE-0087,SRC-BSEE-0087.pdf,BSEE,https://www.bsee.gov/safety-alerts/bsee-safety-alert-430-offshore-workers-exposed-to-biological-hazards,3d821b0e7da0a085614257ca958471981e7bb34762dd06ee8c01008e5b5fa190,1760436,PDF,VERIFIED,CRYPTOGRAPHIC_SHA256_DISK_AUDIT
SRC-BSEE-0088,SRC-BSEE-0088.pdf,BSEE,https://www.bsee.gov/safety-alerts/bsee-safety-alert-429-jacking-up-lift-boat-during-crane-operations,4e94a5dd0091278c847e0f2b1b5722741601cc9537ca4d6f0b0cb8a4c6a39b8f,243010,PDF,VERIFIED,CRYPTOGRAPHIC_SHA256_DISK_AUDIT
SRC-BSEE-0089,SRC-BSEE-0089.pdf,BSEE,https://www.bsee.gov/safety-alerts/bsee-safety-alert-428-flexible-intermediate-bulk-container-fibc-parted-straps-result,ae65264edc6bb37d27883023072c441efc3d8a0ad2531b255de6b7b4daccd7f5,735004,PDF,VERIFIED,CRYPTOGRAPHIC_SHA256_DISK_AUDIT
SRC-BSEE-0090,SRC-BSEE-0090.pdf,BSEE,https://www.bsee.gov/safety-alerts/bsee-safety-alert-427-hazards-when-replacing-grating,f247e4296f219000b51e8c4cadabb42316b361da10fc4c05ffdbd48f1b5745fd,1408958,PDF,VERIFIED,CRYPTOGRAPHIC_SHA256_DISK_AUDIT
SRC-BSEE-0091,SRC-BSEE-0091.pdf,BSEE,https://www.bsee.gov/safety-alerts/bsee-safety-alert-426-bsee-identifies-dropped-object-hazards-during-risk-based,0c9321ca0c8d71b8344d1d7656c60f785c731779a485a4a622d0f71a574b2345,152559,PDF,VERIFIED,CRYPTOGRAPHIC_SHA256_DISK_AUDIT
SRC-BSEE-0092,SRC-BSEE-0092.pdf,BSEE,https://www.bsee.gov/safety-alerts/bsee-safety-alert-425-drawworks-parking-brake-failure,d9621cea67119d39fd779ef2f09e1cb0944ee81548f551d5a796abfbf9610ec4,275206,PDF,VERIFIED,CRYPTOGRAPHIC_SHA256_DISK_AUDIT
SRC-BSEE-0093,SRC-BSEE-0093.pdf,BSEE,https://www.bsee.gov/safety-alerts/bsee-safety-alert-424-recent-uptick-in-lifting-injuries-due-to-unrecognized-pinch,98b167a3367111f9175e7c148e8d667d2486fac231355682aa5d1ef2b9e22404,176177,PDF,VERIFIED,CRYPTOGRAPHIC_SHA256_DISK_AUDIT
SRC-BSEE-0094,SRC-BSEE-0094.pdf,BSEE,https://www.bsee.gov/safety-alerts/bsee-safety-alert-423-bsee-inspector-nearly-falls-through-unsecure-grating,019e1e4cf0caa75c47a3a8b2cb339bdbc61465df55a4fa617934385c8b907267,251767,PDF,VERIFIED,CRYPTOGRAPHIC_SHA256_DISK_AUDIT
SRC-BSEE-0095,SRC-BSEE-0095.pdf,BSEE,https://www.bsee.gov/safety-alerts/bsee-safety-alert-422-miscommunication-of-load-weight-leads-to-a-lifting-high,372efc1ac0885490d0aa53cf788cc58cb42bddea350d778b81812d6f283d2b8c,367164,PDF,VERIFIED,CRYPTOGRAPHIC_SHA256_DISK_AUDIT
SRC-BSEE-0096,SRC-BSEE-0096.pdf,BSEE,https://www.bsee.gov/safety-alerts/bsee-safety-alert-421-metal-obstructions-lead-to-hand-injuries,efccf6d95c2a79975c43be44c9c6cc504ecf195119832c09b583cc905179c6f6,423714,PDF,VERIFIED,CRYPTOGRAPHIC_SHA256_DISK_AUDIT
SRC-BSEE-0097,SRC-BSEE-0097.pdf,BSEE,https://www.bsee.gov/safety-alerts/safety-alert-420-employee-injures-hand-in-rotating-equipment,115a0e1547d460c2ee62192c623c68efae155f954132fab99d044863fcae8888,914138,PDF,VERIFIED,CRYPTOGRAPHIC_SHA256_DISK_AUDIT
SRC-BSEE-0098,SRC-BSEE-0098.pdf,BSEE,https://www.bsee.gov/safety-alerts/bsee-safety-alert-419-failed-seal-on-subsea-safety-valve-causes-leak,80d5c45e1ba2a4452176b2dc79da6e009bcbd49e06581f4935245db0bc2cc7db,352461,PDF,VERIFIED,CRYPTOGRAPHIC_SHA256_DISK_AUDIT
SRC-BSEE-0099,SRC-BSEE-0099.pdf,BSEE,https://www.bsee.gov/safety-alerts/bsee-safety-alert-418-failure-to-revise-job-safety-analysis-leads-to-injury,0cad7b719ee2aaa73e62869c5baa2c3e792ddd948451811e3e32657f5b1b6b83,253049,PDF,VERIFIED,CRYPTOGRAPHIC_SHA256_DISK_AUDIT
SRC-BSEE-0100,SRC-BSEE-0100.pdf,BSEE,https://www.bsee.gov/safety-alerts/bsee-safety-alert-417-inadquate-operation-of-circuit-breaker,72e782d0714bd5cad1c727a0d87891513da14cd66c4fca6cd3f96ef609203d2d,293287,PDF,VERIFIED,CRYPTOGRAPHIC_SHA256_DISK_AUDIT
SRC-BSEE-0167,SRC-BSEE-0167.pdf,BSEE,https://www.bsee.gov/safety-alerts/safety-alert-349-shackle-assembles-may-have-condition-that-reduces-the-ultimate-load,b28cf4e23010d0b8f1499b4ec2d9295aca3b4d4a2983fc24b7914aadf67ab81b,364486,PDF,VERIFIED,CRYPTOGRAPHIC_SHA256_DISK_AUDIT
SRC-BSEE-0168,SRC-BSEE-0168.pdf,BSEE,https://www.bsee.gov/safety-alerts/safety-alert-348-chemical-leak-in-flying-lead-discovered-by-rov,5f7cd183eeda4c4001c29450c30d949b3d3bf59b5def7f18d76e829201b1c9e2,386750,PDF,VERIFIED,CRYPTOGRAPHIC_SHA256_DISK_AUDIT
SRC-BSEE-0170,SRC-BSEE-0170.pdf,BSEE,https://www.bsee.gov/safety-alerts/safety-alert-346-fractures-found-on-stainless-steel-fittings,9874fa02ebcb3ae578d102cf28b7fa3c9168998518f3f7c00a02e88c88c67746,394807,PDF,VERIFIED,CRYPTOGRAPHIC_SHA256_DISK_AUDIT
SRC-BSEE-0171,SRC-BSEE-0171.pdf,BSEE,https://www.bsee.gov/safety-alerts/safety-alert-345-sprag-brake-clutch-failure-leads-to-near-miss,77a6aa43d257cb47cf168d91f8be08b22fa7f5a0dd55747d344eb17ce3b43e15,1114349,PDF,VERIFIED,CRYPTOGRAPHIC_SHA256_DISK_AUDIT
SRC-BSEE-0172,SRC-BSEE-0172.pdf,BSEE,https://www.bsee.gov/safety-alerts/safety-alert-344-chemical-containment-release,7f1b41d506149d55f5f82d6c31cc1b08925c6f7a50163e5465272155fcd51e9e,1892997,PDF,VERIFIED,CRYPTOGRAPHIC_SHA256_DISK_AUDIT
SRC-BSEE-0175,SRC-BSEE-0175.pdf,BSEE,https://www.bsee.gov/safety-alerts/safety-alert-341-fired-vessel-hazards-identified-by-bsee-in-risk-based-inspections,5e314203703a5e957f4560ccc82de1b63ce2e41fb2ea4c261e2a98cf0e7b5bea,1296310,PDF,VERIFIED,CRYPTOGRAPHIC_SHA256_DISK_AUDIT
SRC-BSEE-0176,SRC-BSEE-0176.pdf,BSEE,https://www.bsee.gov/safety-alerts/safety-alert-340-caisson-well-surface-safety-valve-actuator-explodes,60cc466cfb4aa202182b17b10e301231a556bd28b0a91a4bda1797f032199cb7,1037176,PDF,VERIFIED,CRYPTOGRAPHIC_SHA256_DISK_AUDIT
SRC-BSEE-0177,SRC-BSEE-0177.pdf,BSEE,https://www.bsee.gov/safety-alerts/safety-alert-339-running-of-gas-sensing-line-in-cable-tray-leads-to-fire,30f50d4ab062f599bdce5a33fbbde1a973ab36bffe9886fc2d53c5d32ed18630,541789,PDF,VERIFIED,CRYPTOGRAPHIC_SHA256_DISK_AUDIT
SRC-BSEE-0178,SRC-BSEE-0178.pdf,BSEE,https://www.bsee.gov/safety-alerts/safety-alert-338-pressure-safety-element-rupture-disk-failures,92b2fc75b8f52051b1c040d34b67b80dfe94b5cc0e5d6caab2927f8519299c45,1483349,PDF,VERIFIED,CRYPTOGRAPHIC_SHA256_DISK_AUDIT
SRC-BSEE-0179,SRC-BSEE-0179.pdf,BSEE,https://www.bsee.gov/safety-alerts/safety-alert-337-fires-caused-by-electronic-device-chargers,3ff8a081c80545501b39433bea2d1b1abc3345aa71e94d15eb7ec40079140709,352922,PDF,VERIFIED,CRYPTOGRAPHIC_SHA256_DISK_AUDIT
SRC-BSEE-0180,SRC-BSEE-0180.pdf,BSEE,https://www.bsee.gov/safety-alerts/safety-alert-336-recurring-hand-injury-incidents-on-the-ocs,908dde78f00dfd98212f9a9ac669ff722b9d4060595dcebed62225f7d2b9ec80,324004,PDF,VERIFIED,CRYPTOGRAPHIC_SHA256_DISK_AUDIT
SRC-BSEE-0181,SRC-BSEE-0181.pdf,BSEE,https://www.bsee.gov/safety-alerts/safety-alert-335-failure-to-mitigate-known-hazards-leads-to-kick,416c564b60188e29ae3d49d48a5ea8a6a7732b7df1a2e108faef217026aff79f,360518,PDF,VERIFIED,CRYPTOGRAPHIC_SHA256_DISK_AUDIT
SRC-BSEE-0182,SRC-BSEE-0182.pdf,BSEE,https://www.bsee.gov/safety-alerts/safety-alert-334-benzene-level-exceeds-exposure-limits,8e0caf4f34f947bd55529b65e44724b6f9feda5db4187da3376c269752191f3e,247895,PDF,VERIFIED,CRYPTOGRAPHIC_SHA256_DISK_AUDIT
SRC-BSEE-0183,SRC-BSEE-0183.pdf,BSEE,https://www.bsee.gov/safety-alerts/safety-alert-333-floating-production-platform-evacuated-amid-power-outage,6058d2d412398d60e4b73bcc7b220bb8008f534869de0ef3d5df31b0c252ea03,323893,PDF,VERIFIED,CRYPTOGRAPHIC_SHA256_DISK_AUDIT
SRC-BSEE-0184,SRC-BSEE-0184.pdf,BSEE,https://www.bsee.gov/safety-alerts/safety-alert-332-crane-hazards-identified-by-bsee-in-risk-based-inspections,df7343bb19484f76d838d5af8f6ddc97a202f6ab8bdad64d63fd424b08dd8d3e,374785,PDF,VERIFIED,CRYPTOGRAPHIC_SHA256_DISK_AUDIT
SRC-BSEE-0185,SRC-BSEE-0185.pdf,BSEE,https://www.bsee.gov/safety-alerts/safety-alert-331-personnel-transfers-by-swing-rope-and-personnel-basket,fc5f4d9f0206e134633b8f1c6106e306e55a6bd7712800189b85be56364b1afd,404052,PDF,VERIFIED,CRYPTOGRAPHIC_SHA256_DISK_AUDIT
SRC-BSEE-0186,SRC-BSEE-0186.pdf,BSEE,https://www.bsee.gov/safety-alerts/safety-alert-330-msa-gravity-welder-harnesses,7766be87b6e7fd81d052828436c71d72efd9de2997f800a8c2e396fee2894ede,396016,PDF,VERIFIED,CRYPTOGRAPHIC_SHA256_DISK_AUDIT
SRC-BSEE-0187,SRC-BSEE-0187.pdf,BSEE,https://www.bsee.gov/safety-alerts/safety-alert-329-potentially-catastrophic-crane-and-lifting-incidents,e8b8a0670022c7197d78e698c994330174eacf7da22ca45e1d0c39618602047e,1639314,PDF,VERIFIED,CRYPTOGRAPHIC_SHA256_DISK_AUDIT
SRC-BSEE-0188,SRC-BSEE-0188.pdf,BSEE,https://www.bsee.gov/safety-alerts/safety-alert-328-gas-release-hazards-identified-by-bsee,61752bb03bbb55c1a28c347116510c774381317400044c50764e722a342d8cc1,332599,PDF,VERIFIED,CRYPTOGRAPHIC_SHA256_DISK_AUDIT
SRC-BSEE-0189,SRC-BSEE-0189.pdf,BSEE,https://www.bsee.gov/safety-alerts/safety-alert-327-failure-to-properly-purge-compressors-leads-to-explosions,a07746534d8969b9f42f7712607d5f65dc7eff3c62703e514b968eaac94d9fa5,379645,PDF,VERIFIED,CRYPTOGRAPHIC_SHA256_DISK_AUDIT
SRC-BSEE-0190,SRC-BSEE-0190.pdf,BSEE,https://www.bsee.gov/safety-alerts/safety-alert-326-floorhand-pinned-in-hazardous-area,163a4659e44b9be8a9b19a25c490915dd8a784326895e361276a626ab9087959,464446,PDF,VERIFIED,CRYPTOGRAPHIC_SHA256_DISK_AUDIT
SRC-BSEE-0191,SRC-BSEE-0191.pdf,BSEE,https://www.bsee.gov/safety-alerts/safety-alert-325-bolt-failures-october-18-2017,a64848e5e5d7529539c5a79cea613f103973d33f2ec19303e7c0b06fbe5aae33,341638,PDF,VERIFIED,CRYPTOGRAPHIC_SHA256_DISK_AUDIT
SRC-BSEE-0192,SRC-BSEE-0192.pdf,BSEE,https://www.bsee.gov/safety-alerts/safety-alert-324-serious-incidents-associated-with-pipe-racking-systems,004c625a243d5a7740f252c0194937b338d52ced490487eff69600856d6fcf1a,319984,PDF,VERIFIED,CRYPTOGRAPHIC_SHA256_DISK_AUDIT
SRC-BSEE-0193,SRC-BSEE-0193.pdf,BSEE,https://www.bsee.gov/safety-alerts/safety-alert-323-subsea-flowline-failure-causes-pollution-incident-and-delayed,6354ce9ac3e8e6687b3850b6ac86dbb365e4679b364771e86863cd2feb59d755,189036,PDF,VERIFIED,CRYPTOGRAPHIC_SHA256_DISK_AUDIT
SRC-BSEE-0194,SRC-BSEE-0194.pdf,BSEE,https://www.bsee.gov/safety-alerts/safety-alert-322-helideck-obstructions-and-compounding-procedural-errors-contribute-to,13749ccc4b92be8fcde31297ac5a3a93fa44085a92f02d335ad8d52534a5e97d,91034,PDF,VERIFIED,CRYPTOGRAPHIC_SHA256_DISK_AUDIT
SRC-BSEE-0195,SRC-BSEE-0195.pdf,BSEE,https://www.bsee.gov/safety-alerts/safety-alert-321-additional-catastrophic-incident-attributed-to-ejection-of-traveling,8de5c4ed83ab9fac1d0bdb0721e0899e1ef1a846cf1d3a9c180f0f83a755d197,156932,PDF,VERIFIED,CRYPTOGRAPHIC_SHA256_DISK_AUDIT
SRC-BSEE-0196,SRC-BSEE-0196.pdf,BSEE,https://www.bsee.gov/safety-alerts/safety-alert-320-automatic-pipe-handling-system-drops-drill-pipe-june-27-2016,d069652c761fa28d28581694ba36f7e2e1483f7bd64693b8ec43767c40eb1546,595722,PDF,VERIFIED,CRYPTOGRAPHIC_SHA256_DISK_AUDIT
SRC-BSEE-0197,SRC-BSEE-0197.pdf,BSEE,https://www.bsee.gov/safety-alerts/safety/safety-alert-319-chemical-injection-point-corrosion-causes-production-header,ba7fd173d54301de62de002cc58887154ebd9b4628d4619fafcfc50545e04ad0,140029,PDF,VERIFIED,CRYPTOGRAPHIC_SHA256_DISK_AUDIT
SRC-BSEE-0198,SRC-BSEE-0198.pdf,BSEE,https://www.bsee.gov/safety-alerts/safety/safety-alert-318-connector-and-bolt-failures,e1809da43e5bc31e4935a9923effebe95193c14aa59797f610f661b953b688da,127551,PDF,VERIFIED,CRYPTOGRAPHIC_SHA256_DISK_AUDIT
SRC-BSEE-0199,SRC-BSEE-0199.pdf,BSEE,https://www.bsee.gov/safety-alerts/safety-alert-317-catastrophic-incident-avoided-june-12-2015,6b9cc61e4ece34ea7981ae473304c66442bd542605d66675cf1f3ade8a5cd931,302157,PDF,VERIFIED,CRYPTOGRAPHIC_SHA256_DISK_AUDIT
SRC-BSEE-0200,SRC-BSEE-0200.pdf,BSEE,https://www.bsee.gov/safety-alerts/safety-alert-316-aviation-near-miss-june-12-2015,46381479767468ece5588855a608a49917287400460464f239087634e165ae07,140390,PDF,VERIFIED,CRYPTOGRAPHIC_SHA256_DISK_AUDIT
SRC-BSEE-0201,SRC-BSEE-0201.pdf,BSEE,https://www.bsee.gov/safety-alerts/safety-alert-315-dynamic-positioning-system-failures-on-offshore-supply-vessels,ba9234955e01b29e7e26be975cc7d21a7b3dbe952af8c149d65feb30c63350ed,86518,PDF,VERIFIED,CRYPTOGRAPHIC_SHA256_DISK_AUDIT
SRC-BSEE-0202,SRC-BSEE-0202.pdf,BSEE,https://www.bsee.gov/safety-alerts/safety-alert-314-operator-electrocuted-trying-to-charge-a-battery-september-23-2014,48ea51471536b98056045f95ce1b0ec8c579968239c4da4d068fb9e1cefdfbe6,169708,PDF,VERIFIED,CRYPTOGRAPHIC_SHA256_DISK_AUDIT
SRC-BSEE-0203,SRC-BSEE-0203.pdf,BSEE,https://www.bsee.gov/safety-alerts/safety/sa-313,03485bff81f27390715776b49e8eb0e0d27211acc92e0abca9e72b8b92c820cf,230895,PDF,VERIFIED,CRYPTOGRAPHIC_SHA256_DISK_AUDIT
SRC-BSEE-0204,SRC-BSEE-0204.pdf,BSEE,https://www.bsee.gov/safety-alerts/public-engagement/safety-alert-312-dynamic-positioning-system-failures-on-vessels,71c5624ba509d76634ea2ae37701d840948cc058ee417e6343dce8fa7b660453,64185,PDF,VERIFIED,CRYPTOGRAPHIC_SHA256_DISK_AUDIT
SRC-BSEE-0205,SRC-BSEE-0205.pdf,BSEE,https://www.bsee.gov/safety-alerts/aviation/safety-alert-311-methane-venting-hazard-to-helicopter-operations,0ef7fb8b7d32c73b446e58297b755ddbc5d5c8bf27dda2055a3c753294382a92,147302,PDF,VERIFIED,CRYPTOGRAPHIC_SHA256_DISK_AUDIT
SRC-BSEE-0206,SRC-BSEE-0206.pdf,BSEE,https://www.bsee.gov/safety-alerts/safety/safety-alert-310-hydraulic-workover-unit-toppled-by-waterspout,09cea21d96a7858b569e9f71b11f50868d6959586d2abe09b687fd8c209415cd,39243,PDF,VERIFIED,CRYPTOGRAPHIC_SHA256_DISK_AUDIT
SRC-BSEE-0207,SRC-BSEE-0207.pdf,BSEE,https://www.bsee.gov/safety-alerts/safety/safety-alert-309-misuse-of-beam-clamps-as-ground,706b470ce94d7c892c4dde393056c25d1148d8a06dfcaa0897b2c45640d60bf4,261354,PDF,VERIFIED,CRYPTOGRAPHIC_SHA256_DISK_AUDIT
SRC-BSEE-0208,SRC-BSEE-0208.pdf,BSEE,https://www.bsee.gov/safety-alerts/safety/safety-alert-308-overloading-leads-to-catastrophic-failure-of-crane-boom,00102a810274c5b0296f87824f54cb9d6cad2a1003d95abc5444c7781d321a91,323463,PDF,VERIFIED,CRYPTOGRAPHIC_SHA256_DISK_AUDIT
SRC-BSEE-0209,SRC-BSEE-0209.pdf,BSEE,https://www.bsee.gov/safety-alerts/safety/safety-alert-307-lower-stairwell-step-collapses-causing-injury,9c749574e4fd29eeeba94c5c037b6f4b11ce12e51f44067200cc12eb5752ce0c,147447,PDF,VERIFIED,CRYPTOGRAPHIC_SHA256_DISK_AUDIT
SRC-BSEE-0210,SRC-BSEE-0210.pdf,BSEE,https://www.bsee.gov/safety-alerts/safety/safety-alert-306-trapped-pressure-beneath-a-tubing-plug-blows-work-string-from,06ba18140ce290801364645d5867ce960c1bc343f7b8265ef7d1976ce7a2ca60,85480,PDF,VERIFIED,CRYPTOGRAPHIC_SHA256_DISK_AUDIT
SRC-BSEE-0211,SRC-BSEE-0211.pdf,BSEE,https://www.bsee.gov/safety-alerts/safety/safety-alert-305-explosion-fire-and-fatalities-west-delta-block-32-platform-e,8de5c4e574ac4f346185c4d3cdae83cfacc4b466518a03863e0756aec2a8dbcd,472291,PDF,VERIFIED,CRYPTOGRAPHIC_SHA256_DISK_AUDIT
SRC-BSEE-0212,SRC-BSEE-0212.pdf,BSEE,https://www.bsee.gov/safety-alerts/safety/safety-alert-304-boom-hoist-wire-rope-failure-results-in-fatality,3cd7adb38f7bc3f1872d2566503d9782d0c8bf2704dbf5af43954721eef401a7,147568,PDF,VERIFIED,CRYPTOGRAPHIC_SHA256_DISK_AUDIT
SRC-BSEE-0213,SRC-BSEE-0213.pdf,BSEE,https://www.bsee.gov/safety-alerts/safety/safety-alert-303-lower-marine-riser-package-lmrp-connector-failure,d7cbcd11525a4b144feb92a3dd59e8f10375f85b50ddd5db6105a977ee956631,91864,PDF,VERIFIED,CRYPTOGRAPHIC_SHA256_DISK_AUDIT
SRC-BSEE-0214,SRC-BSEE-0214.pdf,BSEE,https://www.bsee.gov/safety-alerts/incident-and-investigations/safety-alert-302-pressure-beneath-a-surface-bridge-plug-blows-work-string-out-of-well,f721347fc4b002c059922ae0c312b4f236e7af6c11982fcb3a32dde2b2846355,95326,PDF,VERIFIED,CRYPTOGRAPHIC_SHA256_DISK_AUDIT
SRC-BSEE-0215,SRC-BSEE-0215.pdf,BSEE,https://www.bsee.gov/safety-alerts/incident-and-investigations/safety-alert-301-fall-fatality-during-p-a-platform-abandonment,f67bb676374bc4eed7fd3633f3180b7a3485799bb8fd1e4e3e3433f7b41d2cdb,323192,PDF,VERIFIED,CRYPTOGRAPHIC_SHA256_DISK_AUDIT
SRC-BSEE-0216,SRC-BSEE-0216.pdf,BSEE,https://www.bsee.gov/safety-alerts/deepwater/safety-alert-300-unplanned-emergency-disconnect-sequence-eds-of-the-lower,26940b8405814936e42d4421838bc249944881743170faa451995d16abbd7f8c,30826,PDF,VERIFIED,CRYPTOGRAPHIC_SHA256_DISK_AUDIT
SRC-BSEE-0217,SRC-BSEE-0217.pdf,BSEE,https://www.bsee.gov/safety-alerts/safety/safety-alert-299-failure-to-properly-bleed-tubing-hanger-void-results-in-injury,c5b6f5a96f9364e345f0a6be78cdce13f1f94b707cd20393d1e9c2608cebe8e5,149235,PDF,VERIFIED,CRYPTOGRAPHIC_SHA256_DISK_AUDIT
SRC-BSEE-0218,SRC-BSEE-0218.pdf,BSEE,https://www.bsee.gov/safety-alerts/incident-and-investigations/safety-alert-298-electric-line-failure-from-corrosion,e805f0fa851fb0f6262e26404b7d3a56d56fe2adbd61dfd022b88d66bf4f6db2,25036,PDF,VERIFIED,CRYPTOGRAPHIC_SHA256_DISK_AUDIT
SRC-BSEE-0219,SRC-BSEE-0219.pdf,BSEE,https://www.bsee.gov/safety-alerts/safety/safety-alert-297-potable-water-pressure-tank-bladder-rupture,4dbdf1bb7660e1dd8d1bd287ab49f7e1d1f9d5cd9d9919dec0d396ce6ae843ec,138757,PDF,VERIFIED,CRYPTOGRAPHIC_SHA256_DISK_AUDIT
SRC-BSEE-0220,SRC-BSEE-0220.pdf,BSEE,https://www.bsee.gov/safety-alerts/inspection-and-enforcement/safety-alert-296-catastrophic-failures-in-mooring-systems,7ad5040a3049bf5bbe0e93a4468e8b80c19e2a2b77409f2c9fd44dd3e1d494e0,175085,PDF,VERIFIED,CRYPTOGRAPHIC_SHA256_DISK_AUDIT
SRC-BSEE-0221,SRC-BSEE-0221.pdf,BSEE,https://www.bsee.gov/safety-alerts/incident-and-investigations/safety-alert-295-compressor-fire-resulting-from-separated-fuel,f49ae7f74c25bd4a3c4615ab7ecdc4ed62fd5afb40ed21684dd51a559fddade9,78580,PDF,VERIFIED,CRYPTOGRAPHIC_SHA256_DISK_AUDIT
SRC-BSEE-0222,SRC-BSEE-0222.pdf,BSEE,https://www.bsee.gov/safety-alerts/incident-and-investigations/safety-alert-294-blowout-preventer-automatic-mode-deadman,33b4621dc8e4f04714eb9e9bb448f8ee39a2977d17e58c6c383031e58b725511,126486,PDF,VERIFIED,CRYPTOGRAPHIC_SHA256_DISK_AUDIT
SRC-BSEE-0223,SRC-BSEE-0223.pdf,BSEE,https://www.bsee.gov/safety-alerts/incident-and-investigations/safety-alert-293-platform-rtu-battery-charger-fire-march,f7ade008969a941984d82a8cb87f12c62f08fa505b13c5efd6a3d44a66021ce5,24561,PDF,VERIFIED,CRYPTOGRAPHIC_SHA256_DISK_AUDIT
SRC-BSEE-0224,SRC-BSEE-0224.pdf,BSEE,https://www.bsee.gov/safety-alerts/incident-and-investigations/safety-alert-292-synthetic-base-mud-sbm-inadvertently,355d614fa0dd3819d4ace87b43825c4f78093be84b3d0ccc62fa69fa70c3cfc7,139650,PDF,VERIFIED,CRYPTOGRAPHIC_SHA256_DISK_AUDIT
SRC-BSEE-0225,SRC-BSEE-0225.pdf,BSEE,https://www.bsee.gov/safety-alerts/incident-and-investigations/sa-291pdf,302aee610af9052eed58c7cfe7202f814c241d7053084adb42a51193b90b357b,21612,PDF,VERIFIED,CRYPTOGRAPHIC_SHA256_DISK_AUDIT
SRC-BSEE-0226,SRC-BSEE-0226.pdf,BSEE,https://www.bsee.gov/safety-alerts/incident-and-investigations/safety-alert-290-plugged-flame-arrestor-results-in-rupture,20f60cb9d626723a73de13c9fbd9381d8ccb7e53ada28db25c120efe6029c327,175533,PDF,VERIFIED,CRYPTOGRAPHIC_SHA256_DISK_AUDIT
SRC-BSEE-0227,SRC-BSEE-0227.pdf,BSEE,https://www.bsee.gov/safety-alerts/safety/sa-289pdf,8da84e8d77d02605101fc34542540331aee6dc2063ee87db941ce22178cba4f1,25144,PDF,VERIFIED,CRYPTOGRAPHIC_SHA256_DISK_AUDIT
SRC-BSEE-0228,SRC-BSEE-0228.pdf,BSEE,https://www.bsee.gov/safety-alerts/safety-enforcement-sed/safety-alert-288-pipe-handling-operations-result-in-fatality,8ff3b0b114a097d1595d9018d8f9563c90169b47aa9052142f8731f2023cf5d5,27312,PDF,VERIFIED,CRYPTOGRAPHIC_SHA256_DISK_AUDIT
SRC-BSEE-0229,SRC-BSEE-0229.pdf,BSEE,https://www.bsee.gov/safety-alerts/incident-and-investigations/safety-alert-287-hot-bolting-fire-june-6-2010,d983837a6b1587146c26e443e53fd2c4e009762801467bcf5ed839833c662bf9,128096,PDF,VERIFIED,CRYPTOGRAPHIC_SHA256_DISK_AUDIT
SRC-BSEE-0230,SRC-BSEE-0230.pdf,BSEE,https://www.bsee.gov/safety-alerts/incident-and-investigations/safety-alert-286-fire-inside-ac-evaporator-enclosure,65dcb0aa26282c326e71cc71b44557b35e44138117ae4c9d4add2170d858b83c,23244,PDF,VERIFIED,CRYPTOGRAPHIC_SHA256_DISK_AUDIT
SRC-BSEE-0231,SRC-BSEE-0231.pdf,BSEE,https://www.bsee.gov/safety-alerts/incident-and-investigations/sa-285pdf,bd3049f6621150a140d5accf39c1d51d91b4ab1f5730389ebc18ebcbf68d23e9,22435,PDF,VERIFIED,CRYPTOGRAPHIC_SHA256_DISK_AUDIT
SRC-BSEE-0232,SRC-BSEE-0232.pdf,BSEE,https://www.bsee.gov/safety-alerts/incident-and-investigations/safety-alert-284-diverter-flow-event-december-15-2009,dba441f0aa52f251e88d59937e6a5f32bbc4ef45a1122fdb1d204ca49eceb903,159125,PDF,VERIFIED,CRYPTOGRAPHIC_SHA256_DISK_AUDIT
SRC-BSEE-0233,SRC-BSEE-0233.pdf,BSEE,https://www.bsee.gov/safety-alerts/incident-and-investigations/safety-alert-283-crane-shock-loading-resulting-from-casing,b504e4f91e63309228d6b577fd066d44a254cda27de9753c5ef37b4b9892f4c0,140568,PDF,VERIFIED,CRYPTOGRAPHIC_SHA256_DISK_AUDIT
