event_id,duplicate_status,canonical_event_id,match_reason,source_organization,url
"EVT-BSEE-0313","UNIQUE","EVT-BSEE-0313","Unique event fingerprint","Bureau of Safety and Environmental Enforcement (BSEE)","https://www.bsee.gov/safety-alerts/safety/safety-alert-206-fall-through-v-door-opening-results-in-fatality"
"EVT-BSEE-0314","UNIQUE","EVT-BSEE-0314","Unique event fingerprint","Bureau of Safety and Environmental Enforcement (BSEE)","https://www.bsee.gov/safety-alerts/blowout-prevention/safety-alert-205-blowout-results-in-fatality-and-injuries"
"EVT-BSEE-0315","UNIQUE","EVT-BSEE-0315","Unique event fingerprint","Bureau of Safety and Environmental Enforcement (BSEE)","https://www.bsee.gov/safety-alerts/safety/safety-alert-204-pipe-rack-finger-failure-results-in-fatality-and-injury"
"EVT-BSEE-0316","UNIQUE","EVT-BSEE-0316","Unique event fingerprint","Bureau of Safety and Environmental Enforcement (BSEE)","https://www.bsee.gov/safety-alerts/safety/safety-alert-203-job-safety-analysis-jsa"
"EVT-BSEE-0317","UNIQUE","EVT-BSEE-0317","Unique event fingerprint","Bureau of Safety and Environmental Enforcement (BSEE)","https://www.bsee.gov/safety-alerts/safety/safety-alert-202-temporarycranesupportfailure-fatality"
"EVT-BSEE-0318","UNIQUE","EVT-BSEE-0318","Unique event fingerprint","Bureau of Safety and Environmental Enforcement (BSEE)","https://www.bsee.gov/safety-alerts/safety/safety-alert-201-viton-o-rings-failure"
"EVT-BSEE-0319","UNIQUE","EVT-BSEE-0319","Unique event fingerprint","Bureau of Safety and Environmental Enforcement (BSEE)","https://www.bsee.gov/safety-alerts/safety/safety-alert-200-subsea-equipment-failure-leads-to-deepwater-gom-pollution"
"EVT-BSEE-0320","UNIQUE","EVT-BSEE-0320","Unique event fingerprint","Bureau of Safety and Environmental Enforcement (BSEE)","https://www.bsee.gov/safety-alerts/blowout-prevention/safety-alert-199-blowout-and-fire"
"EVT-BSEE-0321","UNIQUE","EVT-BSEE-0321","Unique event fingerprint","Bureau of Safety and Environmental Enforcement (BSEE)","https://www.bsee.gov/safety-alerts/safety/safety-alert-198-drilling-accident-results-in-fatality"
"EVT-BSEE-0322","UNIQUE","EVT-BSEE-0322","Unique event fingerprint","Bureau of Safety and Environmental Enforcement (BSEE)","https://www.bsee.gov/safety-alerts/safety/safety-alert-197-environmental-design-criteria"
"EVT-BSEE-0323","UNIQUE","EVT-BSEE-0323","Unique event fingerprint","Bureau of Safety and Environmental Enforcement (BSEE)","https://www.bsee.gov/safety-alerts/safety/safety-alert-196-cranes"
"EVT-BSEE-0324","UNIQUE","EVT-BSEE-0324","Unique event fingerprint","Bureau of Safety and Environmental Enforcement (BSEE)","https://www.bsee.gov/safety-alerts/safety/safety-alert-195-riser-skatecasing-handling-carts"
"EVT-BSEE-0325","UNIQUE","EVT-BSEE-0325","Unique event fingerprint","Bureau of Safety and Environmental Enforcement (BSEE)","https://www.bsee.gov/safety-alerts/safety/safety-alert-194-guardrails"
"EVT-BSEE-0326","UNIQUE","EVT-BSEE-0326","Unique event fingerprint","Bureau of Safety and Environmental Enforcement (BSEE)","https://www.bsee.gov/safety-alerts/safety/safety-alert-193-fall-results-in-fatality"
"EVT-BSEE-0327","UNIQUE","EVT-BSEE-0327","Unique event fingerprint","Bureau of Safety and Environmental Enforcement (BSEE)","https://www.bsee.gov/safety-alerts/safety/safety-alert-192-water-survival-craft"
"EVT-BSEE-0328","UNIQUE","EVT-BSEE-0328","Unique event fingerprint","Bureau of Safety and Environmental Enforcement (BSEE)","https://www.bsee.gov/safety-alerts/safety/safety-alert-191-drillship-draw-works-failure"
"EVT-BSEE-0329","UNIQUE","EVT-BSEE-0329","Unique event fingerprint","Bureau of Safety and Environmental Enforcement (BSEE)","https://www.bsee.gov/safety-alerts/safety/safety-alert-190-fall-results-in-fatality"
"EVT-BSEE-0330","UNIQUE","EVT-BSEE-0330","Unique event fingerprint","Bureau of Safety and Environmental Enforcement (BSEE)","https://www.bsee.gov/safety-alerts/safety/safety-alert-189-guardrails"
"EVT-BSEE-0331","UNIQUE","EVT-BSEE-0331","Unique event fingerprint","Bureau of Safety and Environmental Enforcement (BSEE)","https://www.bsee.gov/safety-alerts/safety/safety-alert-188-fire-with-fatality-and-injury"
"EVT-BSEE-0332","UNIQUE","EVT-BSEE-0332","Unique event fingerprint","Bureau of Safety and Environmental Enforcement (BSEE)","https://www.bsee.gov/safety-alerts/safety/safety-alert-187-coiled-tubing-incidents"
"EVT-BSEE-0333","UNIQUE","EVT-BSEE-0333","Unique event fingerprint","Bureau of Safety and Environmental Enforcement (BSEE)","https://www.bsee.gov/safety-alerts/safety/safety-alert-186-accidental-disconnect-of-marine-drilling-risers"
"EVT-BSEE-0334","UNIQUE","EVT-BSEE-0334","Unique event fingerprint","Bureau of Safety and Environmental Enforcement (BSEE)","https://www.bsee.gov/safety-alerts/safety/safety-alert-185-installation-and-inspection-of-concrete-mats"
"EVT-BSEE-0335","UNIQUE","EVT-BSEE-0335","Unique event fingerprint","Bureau of Safety and Environmental Enforcement (BSEE)","https://www.bsee.gov/safety-alerts/safety/safety-alert-184-fire-with-fatality-and-injuries"
"EVT-BSEE-0336","UNIQUE","EVT-BSEE-0336","Unique event fingerprint","Bureau of Safety and Environmental Enforcement (BSEE)","https://www.bsee.gov/safety-alerts/safety/safety-alert-183-electrical-shock-hazard"
"EVT-BSEE-0337","UNIQUE","EVT-BSEE-0337","Unique event fingerprint","Bureau of Safety and Environmental Enforcement (BSEE)","https://www.bsee.gov/safety-alerts/safety/safety-alert-182-post-hurricane-startup-procedures-fail-to-identify-pipeline"
"EVT-BSEE-0338","UNIQUE","EVT-BSEE-0338","Unique event fingerprint","Bureau of Safety and Environmental Enforcement (BSEE)","https://www.bsee.gov/safety-alerts/safety/safety-alert-181-rig-collapse-with-fatalities-and-injuries"
"EVT-BSEE-0339","UNIQUE","EVT-BSEE-0339","Unique event fingerprint","Bureau of Safety and Environmental Enforcement (BSEE)","https://www.bsee.gov/safety-alerts/safety/safety-alert-180-deepwater-gulf-of-mexico-ocs-currents"
"EVT-BSEE-0340","UNIQUE","EVT-BSEE-0340","Unique event fingerprint","Bureau of Safety and Environmental Enforcement (BSEE)","https://www.bsee.gov/safety-alerts/safety/safety-alert-179-drilling-accident-results-in-one-fatality"
"EVT-BSEE-0341","UNIQUE","EVT-BSEE-0341","Unique event fingerprint","Bureau of Safety and Environmental Enforcement (BSEE)","https://www.bsee.gov/safety-alerts/safety/safety-alert-178-trawl-net-snags-pipeline-resulting-in-oil-spill"
"EVT-BSEE-0342","UNIQUE","EVT-BSEE-0342","Unique event fingerprint","Bureau of Safety and Environmental Enforcement (BSEE)","https://www.bsee.gov/safety-alerts/safety/safety-alert-177-casing-blowdown-accident-and-fatality"
"EVT-BSEE-0343","UNIQUE","EVT-BSEE-0343","Unique event fingerprint","Bureau of Safety and Environmental Enforcement (BSEE)","https://www.bsee.gov/safety-alerts/safety/safety-alert-176-mud-logging-unit-explosion-and-fire"
"EVT-BSEE-0344","UNIQUE","EVT-BSEE-0344","Unique event fingerprint","Bureau of Safety and Environmental Enforcement (BSEE)","https://www.bsee.gov/safety-alerts/safety/safety-alert-175-list-of-safety-alerts-concerning-crane-accidents"
"EVT-BSEE-0345","UNIQUE","EVT-BSEE-0345","Unique event fingerprint","Bureau of Safety and Environmental Enforcement (BSEE)","https://www.bsee.gov/safety-alerts/safety/safety-alert-174-accumulation-of-gas-in-living-quarters-results-in-explosion"
"EVT-BSEE-0346","UNIQUE","EVT-BSEE-0346","Unique event fingerprint","Bureau of Safety and Environmental Enforcement (BSEE)","https://www.bsee.gov/safety-alerts/safety/safety-alert-173-pig-launcher-explosion-results-in-two-fatalities"
"EVT-BSEE-0347","UNIQUE","EVT-BSEE-0347","Unique event fingerprint","Bureau of Safety and Environmental Enforcement (BSEE)","https://www.bsee.gov/safety-alerts/safety/safety-alert-172-personnel-overexposed-to-carbon-monoxide"
"EVT-BSEE-0348","UNIQUE","EVT-BSEE-0348","Unique event fingerprint","Bureau of Safety and Environmental Enforcement (BSEE)","https://www.bsee.gov/safety-alerts/blowout-prevention/safety-alert-171-list-of-gulf-of-mexico-ocs-region-safety-alert-and"
"EVT-BSEE-0349","UNIQUE","EVT-BSEE-0349","Unique event fingerprint","Bureau of Safety and Environmental Enforcement (BSEE)","https://www.bsee.gov/safety-alerts/safety/safety-alert-170-stabbing-board-fatality-and-injury"
"EVT-BSEE-0350","UNIQUE","EVT-BSEE-0350","Unique event fingerprint","Bureau of Safety and Environmental Enforcement (BSEE)","https://www.bsee.gov/safety-alerts/safety/safety-alert-169-personnel-falls-result-in-three-fatalities"
"EVT-BSEE-0351","UNIQUE","EVT-BSEE-0351","Unique event fingerprint","Bureau of Safety and Environmental Enforcement (BSEE)","https://www.bsee.gov/safety-alerts/safety/safety-alert-168-twisted-valve-stem-and-ineffective-level-safety-high-result-in"
"EVT-BSEE-0352","UNIQUE","EVT-BSEE-0352","Unique event fingerprint","Bureau of Safety and Environmental Enforcement (BSEE)","https://www.bsee.gov/safety-alerts/safety/safety-alert-167-retrieval-of-back-pressure-valve-results-in-loss-of-well"
"EVT-BSEE-0353","UNIQUE","EVT-BSEE-0353","Unique event fingerprint","Bureau of Safety and Environmental Enforcement (BSEE)","https://www.bsee.gov/safety-alerts/safety/safety-alert-166-lifting-of-personnel-by-crane-proves-fatal"
"EVT-BSEE-0354","UNIQUE","EVT-BSEE-0354","Unique event fingerprint","Bureau of Safety and Environmental Enforcement (BSEE)","https://www.bsee.gov/safety-alerts/safety/safety-alert-165-shallow-gas-flows-while-cementing-surface-casing"
"EVT-BSEE-0355","UNIQUE","EVT-BSEE-0355","Unique event fingerprint","Bureau of Safety and Environmental Enforcement (BSEE)","https://www.bsee.gov/safety-alerts/safety/safety-alert-164-attempt-to-stand-gravel-pack-assembly-in-derrick-proves-fatal"
"EVT-BSEE-0356","UNIQUE","EVT-BSEE-0356","Unique event fingerprint","Bureau of Safety and Environmental Enforcement (BSEE)","https://www.bsee.gov/safety-alerts/safety/safety-alert-163-accidents-on-the-ocs-involving-drilling-rigs-derrick-barges"
"EVT-BSEE-0357","UNIQUE","EVT-BSEE-0357","Unique event fingerprint","Bureau of Safety and Environmental Enforcement (BSEE)","https://www.bsee.gov/safety-alerts/safety/safety-alert-162-accidents-on-the-ocs-involving-drilling-rigs-derrick-barges"
"EVT-BSEE-0358","UNIQUE","EVT-BSEE-0358","Unique event fingerprint","Bureau of Safety and Environmental Enforcement (BSEE)","https://www.bsee.gov/safety-alerts/safety/safety-alert-161-production-platform-gas-discharge-points"
"EVT-BSEE-0359","UNIQUE","EVT-BSEE-0359","Unique event fingerprint","Bureau of Safety and Environmental Enforcement (BSEE)","https://www.bsee.gov/safety-alerts/safety/safety-alert-160-exposed-subsea-valve-assemblies-create-hazards"
"EVT-BSEE-0360","UNIQUE","EVT-BSEE-0360","Unique event fingerprint","Bureau of Safety and Environmental Enforcement (BSEE)","https://www.bsee.gov/safety-alerts/safety/safety-alert-159-welder-burned-in-pipeline-accident"
"EVT-BSEE-0361","UNIQUE","EVT-BSEE-0361","Unique event fingerprint","Bureau of Safety and Environmental Enforcement (BSEE)","https://www.bsee.gov/safety-alerts/safety/safety-alert-158-water-treating-facility-upset-leads-to-fire-on-production"
"EVT-BSEE-0362","UNIQUE","EVT-BSEE-0362","Unique event fingerprint","Bureau of Safety and Environmental Enforcement (BSEE)","https://www.bsee.gov/safety-alerts/safety/safety-alert-157-wireline-accident-involving-the-formation-of-an-ice-plug-in"
"EVT-BSEE-0363","UNIQUE","EVT-BSEE-0363","Unique event fingerprint","Bureau of Safety and Environmental Enforcement (BSEE)","https://www.bsee.gov/safety-alerts/safety/safety-alert-156-fire-on-the-water-beneath-facilities"
"EVT-BSEE-0364","UNIQUE","EVT-BSEE-0364","Unique event fingerprint","Bureau of Safety and Environmental Enforcement (BSEE)","https://www.bsee.gov/safety-alerts/safety/safety-alert-155-fire-on-glycol-reboiler-due-to-carry-over-and-uninsulated"
"EVT-BSEE-0365","UNIQUE","EVT-BSEE-0365","Unique event fingerprint","Bureau of Safety and Environmental Enforcement (BSEE)","https://www.bsee.gov/safety-alerts/safety/safety-alert-154-flash-fire-during-portable-well-testing-operations"
"EVT-BSEE-0366","UNIQUE","EVT-BSEE-0366","Unique event fingerprint","Bureau of Safety and Environmental Enforcement (BSEE)","https://www.bsee.gov/safety-alerts/safety/safety-alert-153-fire-caused-by-cutting-torch-used-to-cut-tubing"
"EVT-BSEE-0367","UNIQUE","EVT-BSEE-0367","Unique event fingerprint","Bureau of Safety and Environmental Enforcement (BSEE)","https://www.bsee.gov/safety-alerts/safety/safety-alert-152-circulating-with-natural-gas-through-coil-tubing"
"EVT-BSEE-0368","UNIQUE","EVT-BSEE-0368","Unique event fingerprint","Bureau of Safety and Environmental Enforcement (BSEE)","https://www.bsee.gov/safety-alerts/safety/safety-alert-151-explosion-of-accumulated-gas-in-the-engine-room-of-a-supply"
"EVT-BSEE-0369","UNIQUE","EVT-BSEE-0369","Unique event fingerprint","Bureau of Safety and Environmental Enforcement (BSEE)","https://www.bsee.gov/safety-alerts/safety/safety-alert-150-fire-occurs-during-cutting-operation-to-install-casing-head"
"EVT-BSEE-0370","UNIQUE","EVT-BSEE-0370","Unique event fingerprint","Bureau of Safety and Environmental Enforcement (BSEE)","https://www.bsee.gov/safety-alerts/safety/safety-alert-149-compressor-blowdown-leads-to-fire"
"EVT-BSEE-0371","UNIQUE","EVT-BSEE-0371","Unique event fingerprint","Bureau of Safety and Environmental Enforcement (BSEE)","https://www.bsee.gov/safety-alerts/safety/safety-alert-148-pipe-nipple-fatigue-and-inadequate-insulation-cause-compressor"
"EVT-BSEE-0372","UNIQUE","EVT-BSEE-0372","Unique event fingerprint","Bureau of Safety and Environmental Enforcement (BSEE)","https://www.bsee.gov/safety-alerts/safety/safety-alert-147-fire-from-generator-engine-exhaust-leak-igniting-fiberglass"
"EVT-BSEE-0373","UNIQUE","EVT-BSEE-0373","Unique event fingerprint","Bureau of Safety and Environmental Enforcement (BSEE)","https://www.bsee.gov/safety-alerts/safety/safety-alert-146-fire-during-production-equipment-dismantling-operations"
"EVT-BSEE-0374","UNIQUE","EVT-BSEE-0374","Unique event fingerprint","Bureau of Safety and Environmental Enforcement (BSEE)","https://www.bsee.gov/safety-alerts/safety/safety-alert-145-tubing-string-equipment-failure-during-a-plug-and-abandonment"
"EVT-BSEE-0375","UNIQUE","EVT-BSEE-0375","Unique event fingerprint","Bureau of Safety and Environmental Enforcement (BSEE)","https://www.bsee.gov/safety-alerts/safety/safety-alert-144-uncontrolled-shallow-gas-flow"
"EVT-BSEE-0376","UNIQUE","EVT-BSEE-0376","Unique event fingerprint","Bureau of Safety and Environmental Enforcement (BSEE)","https://www.bsee.gov/safety-alerts/safety/safety-alert-143-compressor-fire-during-maintenance-operation"
"EVT-BSEE-0377","UNIQUE","EVT-BSEE-0377","Unique event fingerprint","Bureau of Safety and Environmental Enforcement (BSEE)","https://www.bsee.gov/safety-alerts/safety/safety-alert-142-pollution-because-of-failure-of-level-safety-high-sensor-and"
"EVT-BSEE-0378","UNIQUE","EVT-BSEE-0378","Unique event fingerprint","Bureau of Safety and Environmental Enforcement (BSEE)","https://www.bsee.gov/safety-alerts/safety/safety-alert-141-fire-in-rental-generator-on-production-platform"
"EVT-BSEE-0379","UNIQUE","EVT-BSEE-0379","Unique event fingerprint","Bureau of Safety and Environmental Enforcement (BSEE)","https://www.bsee.gov/safety-alerts/safety/safety-alert-140-uncontrolled-well-flow-and-pollution-during-workover"
"EVT-BSEE-0380","UNIQUE","EVT-BSEE-0380","Unique event fingerprint","Bureau of Safety and Environmental Enforcement (BSEE)","https://www.bsee.gov/safety-alerts/safety/safety-alert-139-pollution-from-production-operations-due-to-rupture-disc"
"EVT-BSEE-0381","UNIQUE","EVT-BSEE-0381","Unique event fingerprint","Bureau of Safety and Environmental Enforcement (BSEE)","https://www.bsee.gov/safety-alerts/safety/safety-alert-138-fire-and-injury-during-welding-operations-in-derrick"
"EVT-BSEE-0382","UNIQUE","EVT-BSEE-0382","Unique event fingerprint","Bureau of Safety and Environmental Enforcement (BSEE)","https://www.bsee.gov/safety-alerts/safety/safety-alert-137-personal-injury-during-well-test"
"EVT-BSEE-0383","UNIQUE","EVT-BSEE-0383","Unique event fingerprint","Bureau of Safety and Environmental Enforcement (BSEE)","https://www.bsee.gov/safety-alerts/safety/safety-alert-136-air-volume-tank-explosion"
"EVT-BSEE-0384","UNIQUE","EVT-BSEE-0384","Unique event fingerprint","Bureau of Safety and Environmental Enforcement (BSEE)","https://www.bsee.gov/safety-alerts/safety/safety-alert-135-pollution-from-diesel-fuel-tank-transfer"
"EVT-BSEE-0385","UNIQUE","EVT-BSEE-0385","Unique event fingerprint","Bureau of Safety and Environmental Enforcement (BSEE)","https://www.bsee.gov/safety-alerts/safety/safety-alert-134-pipeline-pump-fire"
"EVT-BSEE-0386","UNIQUE","EVT-BSEE-0386","Unique event fingerprint","Bureau of Safety and Environmental Enforcement (BSEE)","https://www.bsee.gov/safety-alerts/safety/safety-alert-133-degreaser-fire"
"EVT-BSEE-0387","UNIQUE","EVT-BSEE-0387","Unique event fingerprint","Bureau of Safety and Environmental Enforcement (BSEE)","https://www.bsee.gov/safety-alerts/safety/safety-alert-132-supply-gas-fire"
"EVT-BSEE-0388","UNIQUE","EVT-BSEE-0388","Unique event fingerprint","Bureau of Safety and Environmental Enforcement (BSEE)","https://www.bsee.gov/safety-alerts/safety/safety-alert-131-pollution"
"EVT-BSEE-0389","UNIQUE","EVT-BSEE-0389","Unique event fingerprint","Bureau of Safety and Environmental Enforcement (BSEE)","https://www.bsee.gov/safety-alerts/safety/safety-alert-130-fire"
"EVT-BSEE-0390","UNIQUE","EVT-BSEE-0390","Unique event fingerprint","Bureau of Safety and Environmental Enforcement (BSEE)","https://www.bsee.gov/safety-alerts/safety/safety-alert-129-welding-explosion-and-injury"
"EVT-BSEE-0391","UNIQUE","EVT-BSEE-0391","Unique event fingerprint","Bureau of Safety and Environmental Enforcement (BSEE)","https://www.bsee.gov/safety-alerts/safety/safety-alert-128-platform-fire"
"EVT-BSEE-0392","UNIQUE","EVT-BSEE-0392","Unique event fingerprint","Bureau of Safety and Environmental Enforcement (BSEE)","https://www.bsee.gov/safety-alerts/blowout-prevention/safety-alert-127-injury-while-retesting-blowout-preventers"
"EVT-BSEE-0393","UNIQUE","EVT-BSEE-0393","Unique event fingerprint","Bureau of Safety and Environmental Enforcement (BSEE)","https://www.bsee.gov/safety-alerts/safety/safety-alert-126-weldingburning-accidents"
"EVT-BSEE-0394","UNIQUE","EVT-BSEE-0394","Unique event fingerprint","Bureau of Safety and Environmental Enforcement (BSEE)","https://www.bsee.gov/safety-alerts/safety/safety-alert-125-crane-accidents"
"EVT-BSEE-0395","UNIQUE","EVT-BSEE-0395","Unique event fingerprint","Bureau of Safety and Environmental Enforcement (BSEE)","https://www.bsee.gov/safety-alerts/safety/safety-alert-124-pedestal-crane-boom-wire-rope-failure"
"EVT-BSEE-0396","UNIQUE","EVT-BSEE-0396","Unique event fingerprint","Bureau of Safety and Environmental Enforcement (BSEE)","https://www.bsee.gov/safety-alerts/blowout-prevention/safety-alert-123-shallow-gas-blowout"
"EVT-BSEE-0397","UNIQUE","EVT-BSEE-0397","Unique event fingerprint","Bureau of Safety and Environmental Enforcement (BSEE)","https://www.bsee.gov/safety-alerts/safety/safety-alert-122-injury-due-to-failure-to-coordinate-activities"
"EVT-BSEE-0398","UNIQUE","EVT-BSEE-0398","Unique event fingerprint","Bureau of Safety and Environmental Enforcement (BSEE)","https://www.bsee.gov/safety-alerts/safety/safety-alert-121-injury-during-cementing-operations"
"EVT-BSEE-0399","UNIQUE","EVT-BSEE-0399","Unique event fingerprint","Bureau of Safety and Environmental Enforcement (BSEE)","https://www.bsee.gov/safety-alerts/safety/safety-alert-120-fire-during-turbine-compressor-start-up"
"EVT-BSEE-0400","UNIQUE","EVT-BSEE-0400","Unique event fingerprint","Bureau of Safety and Environmental Enforcement (BSEE)","https://www.bsee.gov/safety-alerts/safety/safety-alert-119-successful-diverter-system-operation-to-control-shallow-gas"
"EVT-BSEE-0401","UNIQUE","EVT-BSEE-0401","Unique event fingerprint","Bureau of Safety and Environmental Enforcement (BSEE)","https://www.bsee.gov/safety-alerts/safety/safety-alert-118-prohibited-use-of-polychlorinated-biphenyls-pcbs"
"EVT-BSEE-0402","UNIQUE","EVT-BSEE-0402","Unique event fingerprint","Bureau of Safety and Environmental Enforcement (BSEE)","https://www.bsee.gov/safety-alerts/safety/safety-alert-117-fatality-while-testing-gas-turbine-meter"
"EVT-BSEE-0403","UNIQUE","EVT-BSEE-0403","Unique event fingerprint","Bureau of Safety and Environmental Enforcement (BSEE)","https://www.bsee.gov/safety-alerts/safety/safety-alert-116-fire-while-starting-diesel-engine-with-gas-driven-engine"
"EVT-BSEE-0404","UNIQUE","EVT-BSEE-0404","Unique event fingerprint","Bureau of Safety and Environmental Enforcement (BSEE)","https://www.bsee.gov/safety-alerts/safety/safety-alert-115-fire"
"EVT-BSEE-0405","UNIQUE","EVT-BSEE-0405","Unique event fingerprint","Bureau of Safety and Environmental Enforcement (BSEE)","https://www.bsee.gov/safety-alerts/safety/safety-alert-114-fire"
"EVT-BSEE-0406","UNIQUE","EVT-BSEE-0406","Unique event fingerprint","Bureau of Safety and Environmental Enforcement (BSEE)","https://www.bsee.gov/safety-alerts/safety/safety-alert-113-fire"
"EVT-BSEE-0407","UNIQUE","EVT-BSEE-0407","Unique event fingerprint","Bureau of Safety and Environmental Enforcement (BSEE)","https://www.bsee.gov/safety-alerts/safety/safety-alert-112-fire"
"EVT-BSEE-0408","UNIQUE","EVT-BSEE-0408","Unique event fingerprint","Bureau of Safety and Environmental Enforcement (BSEE)","https://www.bsee.gov/safety-alerts/safety/safety-alert-111-blowout-and-fire"
"EVT-BSEE-0409","UNIQUE","EVT-BSEE-0409","Unique event fingerprint","Bureau of Safety and Environmental Enforcement (BSEE)","https://www.bsee.gov/safety-alerts/safety/safety-alert-110-fire"
"EVT-BSEE-0410","UNIQUE","EVT-BSEE-0410","Unique event fingerprint","Bureau of Safety and Environmental Enforcement (BSEE)","https://www.bsee.gov/safety-alerts/safety/safety-alert-109-fire"
"EVT-BSEE-0411","UNIQUE","EVT-BSEE-0411","Unique event fingerprint","Bureau of Safety and Environmental Enforcement (BSEE)","https://www.bsee.gov/safety-alerts/safety/safety-alert-108-explosion-and-fire"
"EVT-BSEE-0412","UNIQUE","EVT-BSEE-0412","Unique event fingerprint","Bureau of Safety and Environmental Enforcement (BSEE)","https://www.bsee.gov/safety-alerts/safety/safety-alert-107-fire"
"EVT-BSEE-0413","UNIQUE","EVT-BSEE-0413","Unique event fingerprint","Bureau of Safety and Environmental Enforcement (BSEE)","https://www.bsee.gov/safety-alerts/blowout-prevention/safety-alert-106-blowout"
"EVT-BSEE-0414","UNIQUE","EVT-BSEE-0414","Unique event fingerprint","Bureau of Safety and Environmental Enforcement (BSEE)","https://www.bsee.gov/safety-alerts/safety/safety-alert-105-welding-accident"
"EVT-BSEE-0415","UNIQUE","EVT-BSEE-0415","Unique event fingerprint","Bureau of Safety and Environmental Enforcement (BSEE)","https://www.bsee.gov/safety-alerts/safety/safety-alert-104-crane-accident"
"EVT-BSEE-0416","UNIQUE","EVT-BSEE-0416","Unique event fingerprint","Bureau of Safety and Environmental Enforcement (BSEE)","https://www.bsee.gov/safety-alerts/blowout-prevention/safety-alert-103-blowout"
"EVT-BSEE-0417","UNIQUE","EVT-BSEE-0417","Unique event fingerprint","Bureau of Safety and Environmental Enforcement (BSEE)","https://www.bsee.gov/safety-alerts/safety/safety-alert-102-fire"
"EVT-BSEE-0418","UNIQUE","EVT-BSEE-0418","Unique event fingerprint","Bureau of Safety and Environmental Enforcement (BSEE)","https://www.bsee.gov/safety-alerts/safety/safety-alert-101-explosion"
"EVT-BSEE-0419","UNIQUE","EVT-BSEE-0419","Unique event fingerprint","Bureau of Safety and Environmental Enforcement (BSEE)","https://www.bsee.gov/safety-alerts/safety/safety-alert-100-explosion-fire"
"EVT-BSEE-0420","UNIQUE","EVT-BSEE-0420","Unique event fingerprint","Bureau of Safety and Environmental Enforcement (BSEE)","https://www.bsee.gov/safety-alerts/incident-and-investigations/safety-alert-99-construction-accident-fatality"
"EVT-BSEE-0421","UNIQUE","EVT-BSEE-0421","Unique event fingerprint","Bureau of Safety and Environmental Enforcement (BSEE)","https://www.bsee.gov/safety-alerts/safety/safety-alert-98-flash-fire"
"EVT-BSEE-0422","UNIQUE","EVT-BSEE-0422","Unique event fingerprint","Bureau of Safety and Environmental Enforcement (BSEE)","https://www.bsee.gov/safety-alerts/safety-alert-97-welding-fire"
"EVT-BSEE-0423","UNIQUE","EVT-BSEE-0423","Unique event fingerprint","Bureau of Safety and Environmental Enforcement (BSEE)","https://www.bsee.gov/safety-alerts/incident-and-investigations/safety-alert-96-crane-accident"
"EVT-BSEE-0424","UNIQUE","EVT-BSEE-0424","Unique event fingerprint","Bureau of Safety and Environmental Enforcement (BSEE)","https://www.bsee.gov/safety-alerts/incident-and-investigations/safety-alert-95-crane-accident-fatality"
"EVT-BSEE-0425","UNIQUE","EVT-BSEE-0425","Unique event fingerprint","Bureau of Safety and Environmental Enforcement (BSEE)","https://www.bsee.gov/safety-alerts/incident-and-investigations/safety-alert-94-pig-trap-ruptures"
"EVT-BSEE-0426","UNIQUE","EVT-BSEE-0426","Unique event fingerprint","Bureau of Safety and Environmental Enforcement (BSEE)","https://www.bsee.gov/safety-alerts/incident-and-investigations/safety-alert-93-flowline-parts-injury"
"EVT-BSEE-0427","UNIQUE","EVT-BSEE-0427","Unique event fingerprint","Bureau of Safety and Environmental Enforcement (BSEE)","https://www.bsee.gov/safety-alerts/incident-and-investigations/safety-alert-92-testing-of-subsurface-safety-valves"
"EVT-BSEE-0428","UNIQUE","EVT-BSEE-0428","Unique event fingerprint","Bureau of Safety and Environmental Enforcement (BSEE)","https://www.bsee.gov/safety-alerts/incident-and-investigations/safety-alert-91-fall-fatality"
"EVT-BSEE-0429","UNIQUE","EVT-BSEE-0429","Unique event fingerprint","Bureau of Safety and Environmental Enforcement (BSEE)","https://www.bsee.gov/safety-alerts/incident-and-investigations/safety-alert-90-hose-ruptures-fatality"
"EVT-BSEE-0430","UNIQUE","EVT-BSEE-0430","Unique event fingerprint","Bureau of Safety and Environmental Enforcement (BSEE)","https://www.bsee.gov/safety-alerts/incident-and-investigations/safety-alert-89-blowout-and-fire-8-fatalities"
"EVT-BSEE-0431","UNIQUE","EVT-BSEE-0431","Unique event fingerprint","Bureau of Safety and Environmental Enforcement (BSEE)","https://www.bsee.gov/safety-alerts/incident-and-investigations/safety-alert-88-fire-men-burned"
"EVT-BSEE-0432","UNIQUE","EVT-BSEE-0432","Unique event fingerprint","Bureau of Safety and Environmental Enforcement (BSEE)","https://www.bsee.gov/safety-alerts/safety/safety-alert-87-oil-spill"
"EVT-BSEE-0433","UNIQUE","EVT-BSEE-0433","Unique event fingerprint","Bureau of Safety and Environmental Enforcement (BSEE)","https://www.bsee.gov/safety-alerts/incident-and-investigations/safety-alert-86-fatality"
"EVT-BSEE-0434","UNIQUE","EVT-BSEE-0434","Unique event fingerprint","Bureau of Safety and Environmental Enforcement (BSEE)","https://www.bsee.gov/safety-alerts/news-item/safety-alert-86-stabbing-board-struck-by-travelling-block"
"EVT-BSEE-0435","UNIQUE","EVT-BSEE-0435","Unique event fingerprint","Bureau of Safety and Environmental Enforcement (BSEE)","https://www.bsee.gov/safety-alerts/incident-and-investigations/safety-alert-85-fire-two-fatalities"
