event_id,duplicate_status,canonical_event_id,match_reason,source_organization,url
"EVT-IMCA-0851","UNIQUE","EVT-IMCA-0851","Unique event fingerprint","International Marine Contractors Association (IMCA)","https://www.imca-int.com/resources/safety/safety-flashes/1220-near-miss-engine-room-hatch-left-open-without-barriers/"
"EVT-IMCA-0852","UNIQUE","EVT-IMCA-0852","Unique event fingerprint","International Marine Contractors Association (IMCA)","https://www.imca-int.com/resources/safety/safety-flashes/1220-agitator-started-moving-during-mud-tank-cleaning-leading-to-injury/"
"EVT-IMCA-0853","UNIQUE","EVT-IMCA-0853","Unique event fingerprint","International Marine Contractors Association (IMCA)","https://www.imca-int.com/resources/safety/safety-flashes/1120-covid-19-update/"
"EVT-IMCA-0854","UNIQUE","EVT-IMCA-0854","Unique event fingerprint","International Marine Contractors Association (IMCA)","https://www.imca-int.com/resources/safety/safety-flashes/1020-dropped-load-and-failed-chain/"
"EVT-IMCA-0855","UNIQUE","EVT-IMCA-0855","Unique event fingerprint","International Marine Contractors Association (IMCA)","https://www.imca-int.com/resources/safety/safety-flashes/1020-lifting-operation-resulting-in-dropped-objects-from-flexible-intermediate-bulk-container/"
"EVT-IMCA-0856","UNIQUE","EVT-IMCA-0856","Unique event fingerprint","International Marine Contractors Association (IMCA)","https://www.imca-int.com/resources/safety/safety-flashes/1020-marine-safety-forum-two-incidents-relating-to-fast-rescue-craft/"
"EVT-IMCA-0857","UNIQUE","EVT-IMCA-0857","Unique event fingerprint","International Marine Contractors Association (IMCA)","https://www.imca-int.com/resources/safety/safety-flashes/1020-trencher-angle-inadvertently-altered/"
"EVT-IMCA-0858","UNIQUE","EVT-IMCA-0858","Unique event fingerprint","International Marine Contractors Association (IMCA)","https://www.imca-int.com/resources/safety/safety-flashes/1020-damage-and-engine-room-flooding-following-contact-by-tugboat/"
"EVT-IMCA-0859","UNIQUE","EVT-IMCA-0859","Unique event fingerprint","International Marine Contractors Association (IMCA)","https://www.imca-int.com/resources/safety/safety-flashes/0920-lti-finger-injury-caused-while-working-with-oil-drums/"
"EVT-IMCA-0860","UNIQUE","EVT-IMCA-0860","Unique event fingerprint","International Marine Contractors Association (IMCA)","https://www.imca-int.com/resources/safety/safety-flashes/0920-high-potential-lti-rigger-ear-injury/"
"EVT-IMCA-0861","UNIQUE","EVT-IMCA-0861","Unique event fingerprint","International Marine Contractors Association (IMCA)","https://www.imca-int.com/resources/safety/safety-flashes/0920-near-miss-failure-of-work-procedures-during-hot-work-at-height/"
"EVT-IMCA-0862","UNIQUE","EVT-IMCA-0862","Unique event fingerprint","International Marine Contractors Association (IMCA)","https://www.imca-int.com/resources/safety/safety-flashes/0820-joint-statement-imo-who-on-the-response-to-the-covid-19-outbreak/"
"EVT-IMCA-0863","UNIQUE","EVT-IMCA-0863","Unique event fingerprint","International Marine Contractors Association (IMCA)","https://www.imca-int.com/resources/safety/safety-flashes/0820-impact-of-coronavirus-disease-covid-19-outbreak-on-singapore-registered-ships/"
"EVT-IMCA-0864","UNIQUE","EVT-IMCA-0864","Unique event fingerprint","International Marine Contractors Association (IMCA)","https://www.imca-int.com/resources/safety/safety-flashes/0820-statement-on-covid-19-from-uae-ministry-of-foreign-affairs-and-international-cooperation/"
"EVT-IMCA-0865","UNIQUE","EVT-IMCA-0865","Unique event fingerprint","International Marine Contractors Association (IMCA)","https://www.imca-int.com/resources/safety/safety-flashes/0720-high-potential-dropped-objects-from-wind-turbine-nacelle-crane/"
"EVT-IMCA-0866","UNIQUE","EVT-IMCA-0866","Unique event fingerprint","International Marine Contractors Association (IMCA)","https://www.imca-int.com/resources/safety/safety-flashes/0720-high-potential-dropped-object-chains/"
"EVT-IMCA-0867","UNIQUE","EVT-IMCA-0867","Unique event fingerprint","International Marine Contractors Association (IMCA)","https://www.imca-int.com/resources/safety/safety-flashes/0720-high-potential-near-miss-dropped-object-from-turbine-tower/"
"EVT-IMCA-0868","UNIQUE","EVT-IMCA-0868","Unique event fingerprint","International Marine Contractors Association (IMCA)","https://www.imca-int.com/resources/safety/safety-flashes/620-electric-shock-resulting-in-burn/"
"EVT-IMCA-0869","UNIQUE","EVT-IMCA-0869","Unique event fingerprint","International Marine Contractors Association (IMCA)","https://www.imca-int.com/resources/safety/safety-flashes/620-short-circuit-on-440v-ac-bus-bars-arc-flash/"
"EVT-IMCA-0870","UNIQUE","EVT-IMCA-0870","Unique event fingerprint","International Marine Contractors Association (IMCA)","https://www.imca-int.com/resources/safety/safety-flashes/620-two-electrical-incidents-uk-hse/"
"EVT-IMCA-0871","UNIQUE","EVT-IMCA-0871","Unique event fingerprint","International Marine Contractors Association (IMCA)","https://www.imca-int.com/resources/safety/safety-flashes/620-uk-hse-fatal-injury-following-catastrophic-failure-of-pressure-test-equipment/"
"EVT-IMCA-0872","UNIQUE","EVT-IMCA-0872","Unique event fingerprint","International Marine Contractors Association (IMCA)","https://www.imca-int.com/resources/safety/safety-flashes/620-plastic-cover-on-smoke-detector/"
"EVT-IMCA-0873","UNIQUE","EVT-IMCA-0873","Unique event fingerprint","International Marine Contractors Association (IMCA)","https://www.imca-int.com/resources/safety/safety-flashes/0520-dropped-object-near-miss-crane-boom-bumper-stop-falls-off/"
"EVT-IMCA-0874","UNIQUE","EVT-IMCA-0874","Unique event fingerprint","International Marine Contractors Association (IMCA)","https://www.imca-int.com/resources/safety/safety-flashes/0520-high-potential-near-miss-dropped-object/"
"EVT-IMCA-0875","UNIQUE","EVT-IMCA-0875","Unique event fingerprint","International Marine Contractors Association (IMCA)","https://www.imca-int.com/resources/safety/safety-flashes/0520-dropped-object-from-crane/"
"EVT-IMCA-0876","UNIQUE","EVT-IMCA-0876","Unique event fingerprint","International Marine Contractors Association (IMCA)","https://www.imca-int.com/resources/safety/safety-flashes/0520-wrapped-cargo-slipped-during-loading-and-fell/"
"EVT-IMCA-0877","UNIQUE","EVT-IMCA-0877","Unique event fingerprint","International Marine Contractors Association (IMCA)","https://www.imca-int.com/resources/safety/safety-flashes/0520-unsafe-lifting-operations-potential-dropped-object/"
"EVT-IMCA-0878","UNIQUE","EVT-IMCA-0878","Unique event fingerprint","International Marine Contractors Association (IMCA)","https://www.imca-int.com/resources/safety/safety-flashes/0520-basket-snagged-on-ship-s-structure/"
"EVT-IMCA-0879","UNIQUE","EVT-IMCA-0879","Unique event fingerprint","International Marine Contractors Association (IMCA)","https://www.imca-int.com/resources/safety/safety-flashes/0420-coronavirus-outbreak/"
"EVT-IMCA-0880","UNIQUE","EVT-IMCA-0880","Unique event fingerprint","International Marine Contractors Association (IMCA)","https://www.imca-int.com/resources/safety/safety-flashes/0320-near-miss-during-helicopter-operations/"
"EVT-IMCA-0881","UNIQUE","EVT-IMCA-0881","Unique event fingerprint","International Marine Contractors Association (IMCA)","https://www.imca-int.com/resources/safety/safety-flashes/0320-explosion-and-fire-on-board-the-chemical-tanker-stolt-groenland/"
"EVT-IMCA-0882","UNIQUE","EVT-IMCA-0882","Unique event fingerprint","International Marine Contractors Association (IMCA)","https://www.imca-int.com/resources/safety/safety-flashes/0320-worker-fell-into-sea-from-gangway-and-drowned/"
"EVT-IMCA-0883","UNIQUE","EVT-IMCA-0883","Unique event fingerprint","International Marine Contractors Association (IMCA)","https://www.imca-int.com/resources/safety/safety-flashes/0320-maib-fatal-man-overboard-incident-whilst-boarding-tug/"
"EVT-IMCA-0884","UNIQUE","EVT-IMCA-0884","Unique event fingerprint","International Marine Contractors Association (IMCA)","https://www.imca-int.com/resources/safety/safety-flashes/0320-poor-condition-of-on-board-equipment/"
"EVT-IMCA-0885","UNIQUE","EVT-IMCA-0885","Unique event fingerprint","International Marine Contractors Association (IMCA)","https://www.imca-int.com/resources/safety/safety-flashes/0220-crew-member-fainted-after-working-in-water-ballast-tank/"
"EVT-IMCA-0886","UNIQUE","EVT-IMCA-0886","Unique event fingerprint","International Marine Contractors Association (IMCA)","https://www.imca-int.com/resources/safety/safety-flashes/0220-failure-of-life-raft-securing-strap/"
"EVT-IMCA-0887","UNIQUE","EVT-IMCA-0887","Unique event fingerprint","International Marine Contractors Association (IMCA)","https://www.imca-int.com/resources/safety/safety-flashes/0220-lti-step-into-open-deck-hatch-causes-fall/"
"EVT-IMCA-0888","UNIQUE","EVT-IMCA-0888","Unique event fingerprint","International Marine Contractors Association (IMCA)","https://www.imca-int.com/resources/safety/safety-flashes/0220-there-s-something-in-my-eye/"
"EVT-IMCA-0889","UNIQUE","EVT-IMCA-0889","Unique event fingerprint","International Marine Contractors Association (IMCA)","https://www.imca-int.com/resources/safety/safety-flashes/0220-water-ingress-during-tropical-storm/"
"EVT-IMCA-0890","UNIQUE","EVT-IMCA-0890","Unique event fingerprint","International Marine Contractors Association (IMCA)","https://www.imca-int.com/resources/safety/safety-flashes/3019-diver-trapped-by-anchor-chain/"
"EVT-IMCA-0891","UNIQUE","EVT-IMCA-0891","Unique event fingerprint","International Marine Contractors Association (IMCA)","https://www.imca-int.com/resources/safety/safety-flashes/3019-failed-shackle-on-vessel-life-raft/"
"EVT-IMCA-0892","UNIQUE","EVT-IMCA-0892","Unique event fingerprint","International Marine Contractors Association (IMCA)","https://www.imca-int.com/resources/safety/safety-flashes/3019-uncontrolled-movement-of-retractable-gangway/"
"EVT-IMCA-0893","UNIQUE","EVT-IMCA-0893","Unique event fingerprint","International Marine Contractors Association (IMCA)","https://www.imca-int.com/resources/safety/safety-flashes/3019-exploding-television-recovered-from-sea/"
"EVT-IMCA-0894","UNIQUE","EVT-IMCA-0894","Unique event fingerprint","International Marine Contractors Association (IMCA)","https://www.imca-int.com/resources/safety/safety-flashes/3019-unknown-floating-objects-in-500m-safety-zone/"
"EVT-IMCA-0895","UNIQUE","EVT-IMCA-0895","Unique event fingerprint","International Marine Contractors Association (IMCA)","https://www.imca-int.com/resources/safety/safety-flashes/3019-vessel-hit-and-destroyed-fender/"
"EVT-IMCA-0896","UNIQUE","EVT-IMCA-0896","Unique event fingerprint","International Marine Contractors Association (IMCA)","https://www.imca-int.com/resources/safety/safety-flashes/3019-improper-use-of-heaving-line/"
"EVT-IMCA-0897","UNIQUE","EVT-IMCA-0897","Unique event fingerprint","International Marine Contractors Association (IMCA)","https://www.imca-int.com/resources/safety/safety-flashes/2819-man-overboard-fall-from-a-pilot-ladder/"
"EVT-IMCA-0898","UNIQUE","EVT-IMCA-0898","Unique event fingerprint","International Marine Contractors Association (IMCA)","https://www.imca-int.com/resources/safety/safety-flashes/2819-high-potential-incident-man-injured-while-falling-overboard-mob/"
"EVT-IMCA-0899","UNIQUE","EVT-IMCA-0899","Unique event fingerprint","International Marine Contractors Association (IMCA)","https://www.imca-int.com/resources/safety/safety-flashes/2819-unsafe-boarding-during-unmooring-operation/"
"EVT-IMCA-0900","UNIQUE","EVT-IMCA-0900","Unique event fingerprint","International Marine Contractors Association (IMCA)","https://www.imca-int.com/resources/safety/safety-flashes/2819-raising-awareness-on-safety-barriers-such-as-railings-and-gratings/"
"EVT-IMCA-0901","UNIQUE","EVT-IMCA-0901","Unique event fingerprint","International Marine Contractors Association (IMCA)","https://www.imca-int.com/resources/safety/safety-flashes/2819-welder-at-work-injured-during-close-simops/"
"EVT-IMCA-0902","UNIQUE","EVT-IMCA-0902","Unique event fingerprint","International Marine Contractors Association (IMCA)","https://www.imca-int.com/resources/safety/safety-flashes/2919-important-safety-notice-to-users-of-certain-crosby-shackle-products/"
"EVT-IMCA-0903","UNIQUE","EVT-IMCA-0903","Unique event fingerprint","International Marine Contractors Association (IMCA)","https://www.imca-int.com/resources/safety/safety-flashes/2719-high-potential-near-miss-guide-cone-funnel-dropped/"
"EVT-IMCA-0904","UNIQUE","EVT-IMCA-0904","Unique event fingerprint","International Marine Contractors Association (IMCA)","https://www.imca-int.com/resources/safety/safety-flashes/2719-main-rov-lift-wire-umbilical-and-bullet-parted/"
"EVT-IMCA-0905","UNIQUE","EVT-IMCA-0905","Unique event fingerprint","International Marine Contractors Association (IMCA)","https://www.imca-int.com/resources/safety/safety-flashes/2719-cabling-in-rov-hanger-inadvertently-severed-by-the-rov-launch-and-recovery-frame/"
"EVT-IMCA-0906","UNIQUE","EVT-IMCA-0906","Unique event fingerprint","International Marine Contractors Association (IMCA)","https://www.imca-int.com/resources/safety/safety-flashes/2719-crush-injury-to-hand-while-attempting-to-secure-crane-hook/"
"EVT-IMCA-0907","UNIQUE","EVT-IMCA-0907","Unique event fingerprint","International Marine Contractors Association (IMCA)","https://www.imca-int.com/resources/safety/safety-flashes/2719-hand-injury-during-lift-operations/"
"EVT-IMCA-0908","UNIQUE","EVT-IMCA-0908","Unique event fingerprint","International Marine Contractors Association (IMCA)","https://www.imca-int.com/resources/safety/safety-flashes/2719-finger-trapped-and-injured-whilst-moving-hatch-covers/"
"EVT-IMCA-0909","UNIQUE","EVT-IMCA-0909","Unique event fingerprint","International Marine Contractors Association (IMCA)","https://www.imca-int.com/resources/safety/safety-flashes/2619-grounding-of-bulk-carrier-kuzma-minin-at-falmouth/"
"EVT-IMCA-0910","UNIQUE","EVT-IMCA-0910","Unique event fingerprint","International Marine Contractors Association (IMCA)","https://www.imca-int.com/resources/safety/safety-flashes/2619-use-of-surge-protected-devices-on-board-vessels/"
"EVT-IMCA-0911","UNIQUE","EVT-IMCA-0911","Unique event fingerprint","International Marine Contractors Association (IMCA)","https://www.imca-int.com/resources/safety/safety-flashes/2619-petzl-pixa-lights-as-potential-dropped-objects/"
"EVT-IMCA-0912","UNIQUE","EVT-IMCA-0912","Unique event fingerprint","International Marine Contractors Association (IMCA)","https://www.imca-int.com/resources/safety/safety-flashes/2619-snake-on-board-vessel/"
"EVT-IMCA-0913","UNIQUE","EVT-IMCA-0913","Unique event fingerprint","International Marine Contractors Association (IMCA)","https://www.imca-int.com/resources/safety/safety-flashes/2619-near-miss-emergency-stop-pressed-accidentally/"
"EVT-IMCA-0914","UNIQUE","EVT-IMCA-0914","Unique event fingerprint","International Marine Contractors Association (IMCA)","https://www.imca-int.com/resources/safety/safety-flashes/2519-battery-fire-with-subsequent-gas-explosion-warning-about-lithium-ion-power-following-ferry-fire/"
"EVT-IMCA-0915","UNIQUE","EVT-IMCA-0915","Unique event fingerprint","International Marine Contractors Association (IMCA)","https://www.imca-int.com/resources/safety/safety-flashes/2519-lithium-batteries-fire-following-the-failure-of-a-helicopter-start-power-unit/"
"EVT-IMCA-0916","UNIQUE","EVT-IMCA-0916","Unique event fingerprint","International Marine Contractors Association (IMCA)","https://www.imca-int.com/resources/safety/safety-flashes/2519-fire-hazard-posed-by-personal-electronic-devices/"
"EVT-IMCA-0917","UNIQUE","EVT-IMCA-0917","Unique event fingerprint","International Marine Contractors Association (IMCA)","https://www.imca-int.com/resources/safety/safety-flashes/2519-near-miss-fire-blanket-caught-fire-during-third-party-hot-work/"
"EVT-IMCA-0918","UNIQUE","EVT-IMCA-0918","Unique event fingerprint","International Marine Contractors Association (IMCA)","https://www.imca-int.com/resources/safety/safety-flashes/2519-ruptured-acetylene-hose-fire/"
"EVT-IMCA-0919","UNIQUE","EVT-IMCA-0919","Unique event fingerprint","International Marine Contractors Association (IMCA)","https://www.imca-int.com/resources/safety/safety-flashes/2419-update-to-sf-1119-fatality-and-multiple-injuries-flash-fire-onboard-pipe-lay-barge/"
"EVT-IMCA-0920","UNIQUE","EVT-IMCA-0920","Unique event fingerprint","International Marine Contractors Association (IMCA)","https://www.imca-int.com/resources/safety/safety-flashes/2319-for-want-of-a-watchman-the-ship-was-lost/"
"EVT-IMCA-0921","UNIQUE","EVT-IMCA-0921","Unique event fingerprint","International Marine Contractors Association (IMCA)","https://www.imca-int.com/resources/safety/safety-flashes/2319-uk-hse-investigation-into-offshore-gas-explosion/"
"EVT-IMCA-0922","UNIQUE","EVT-IMCA-0922","Unique event fingerprint","International Marine Contractors Association (IMCA)","https://www.imca-int.com/resources/safety/safety-flashes/2319-uk-hse-prosecution-following-2011-fatal-explosion-in-oil-refinery/"
"EVT-IMCA-0923","UNIQUE","EVT-IMCA-0923","Unique event fingerprint","International Marine Contractors Association (IMCA)","https://www.imca-int.com/resources/safety/safety-flashes/2319-near-miss-diving-operations-while-alongside/"
"EVT-IMCA-0924","UNIQUE","EVT-IMCA-0924","Unique event fingerprint","International Marine Contractors Association (IMCA)","https://www.imca-int.com/resources/safety/safety-flashes/2319-loss-of-rig-anchor-wire-from-vessel-karm-fork/"
"EVT-IMCA-0925","UNIQUE","EVT-IMCA-0925","Unique event fingerprint","International Marine Contractors Association (IMCA)","https://www.imca-int.com/resources/safety/safety-flashes/2219-grease-itself-is-a-dropped-object/"
"EVT-IMCA-0926","UNIQUE","EVT-IMCA-0926","Unique event fingerprint","International Marine Contractors Association (IMCA)","https://www.imca-int.com/resources/safety/safety-flashes/2219-dropped-wooden-block-in-conductor-support-frame/"
"EVT-IMCA-0927","UNIQUE","EVT-IMCA-0927","Unique event fingerprint","International Marine Contractors Association (IMCA)","https://www.imca-int.com/resources/safety/safety-flashes/2219-near-miss-absence-of-safety-pin-in-the-anchor-swivel-shackle/"
"EVT-IMCA-0928","UNIQUE","EVT-IMCA-0928","Unique event fingerprint","International Marine Contractors Association (IMCA)","https://www.imca-int.com/resources/safety/safety-flashes/2219-fatal-fall-from-height-on-board-seatruck-pace-in-liverpool-in-december-2018/"
"EVT-IMCA-0929","UNIQUE","EVT-IMCA-0929","Unique event fingerprint","International Marine Contractors Association (IMCA)","https://www.imca-int.com/resources/safety/safety-flashes/2219-bbc-news-worker-loses-hand-after-he-was-injured-with-faulty-hydraulic-cutting-gear/"
"EVT-IMCA-0930","UNIQUE","EVT-IMCA-0930","Unique event fingerprint","International Marine Contractors Association (IMCA)","https://www.imca-int.com/resources/safety/safety-flashes/2119-high-potential-near-miss-rescue-boat-davit-failure-msf/"
"EVT-IMCA-0931","UNIQUE","EVT-IMCA-0931","Unique event fingerprint","International Marine Contractors Association (IMCA)","https://www.imca-int.com/resources/safety/safety-flashes/2119-davit-failures/"
"EVT-IMCA-0932","UNIQUE","EVT-IMCA-0932","Unique event fingerprint","International Marine Contractors Association (IMCA)","https://www.imca-int.com/resources/safety/safety-flashes/2119-listing-of-crew-boat-due-to-water-ingress/"
"EVT-IMCA-0933","UNIQUE","EVT-IMCA-0933","Unique event fingerprint","International Marine Contractors Association (IMCA)","https://www.imca-int.com/resources/safety/safety-flashes/2119-routine-test-of-lifeboat-launch-results-in-fatalities/"
"EVT-IMCA-0934","UNIQUE","EVT-IMCA-0934","Unique event fingerprint","International Marine Contractors Association (IMCA)","https://www.imca-int.com/resources/safety/safety-flashes/2019-mooring-incident-mooring-line-slipped-off-and-snapped-back/"
"EVT-IMCA-0935","UNIQUE","EVT-IMCA-0935","Unique event fingerprint","International Marine Contractors Association (IMCA)","https://www.imca-int.com/resources/safety/safety-flashes/2019-lti-fall-from-height/"
"EVT-IMCA-0936","UNIQUE","EVT-IMCA-0936","Unique event fingerprint","International Marine Contractors Association (IMCA)","https://www.imca-int.com/resources/safety/safety-flashes/2019-accidental-activation-of-emergency-stop-during-saturation-diving-operations/"
"EVT-IMCA-0937","UNIQUE","EVT-IMCA-0937","Unique event fingerprint","International Marine Contractors Association (IMCA)","https://www.imca-int.com/resources/safety/safety-flashes/2019-near-miss-diver-s-umbilical-trapped/"
"EVT-IMCA-0938","UNIQUE","EVT-IMCA-0938","Unique event fingerprint","International Marine Contractors Association (IMCA)","https://www.imca-int.com/resources/safety/safety-flashes/2019-lti-during-mooring-operations/"
"EVT-IMCA-0939","UNIQUE","EVT-IMCA-0939","Unique event fingerprint","International Marine Contractors Association (IMCA)","https://www.imca-int.com/resources/safety/safety-flashes/1919-near-miss-fire-epoxy-overheating/"
"EVT-IMCA-0940","UNIQUE","EVT-IMCA-0940","Unique event fingerprint","International Marine Contractors Association (IMCA)","https://www.imca-int.com/resources/safety/safety-flashes/1919-near-miss-fireexplosion-thermal-runaway-lead-acid-battery/"
"EVT-IMCA-0941","UNIQUE","EVT-IMCA-0941","Unique event fingerprint","International Marine Contractors Association (IMCA)","https://www.imca-int.com/resources/safety/safety-flashes/1919-fire-in-incinerator-exhaust-gas-manifold/"
"EVT-IMCA-0942","UNIQUE","EVT-IMCA-0942","Unique event fingerprint","International Marine Contractors Association (IMCA)","https://www.imca-int.com/resources/safety/safety-flashes/1919-seawater-entering-cabin-caused-electrical-fault/"
"EVT-IMCA-0943","UNIQUE","EVT-IMCA-0943","Unique event fingerprint","International Marine Contractors Association (IMCA)","https://www.imca-int.com/resources/safety/safety-flashes/1919-fire-main-dust-cap-blown-away-by-pressure-from-the-line/"
"EVT-IMCA-0944","UNIQUE","EVT-IMCA-0944","Unique event fingerprint","International Marine Contractors Association (IMCA)","https://www.imca-int.com/resources/safety/safety-flashes/1919-smouldering-coiled-extension-cable/"
"EVT-IMCA-0945","UNIQUE","EVT-IMCA-0945","Unique event fingerprint","International Marine Contractors Association (IMCA)","https://www.imca-int.com/resources/safety/safety-flashes/1819-important-safety-notice-for-users-of-crosby-s-1326-1820mm-shur-loc-hook-with-16t-wll-pn-100434/"
"EVT-IMCA-0946","UNIQUE","EVT-IMCA-0946","Unique event fingerprint","International Marine Contractors Association (IMCA)","https://www.imca-int.com/resources/safety/safety-flashes/1819-crane-anti-two-block-securing-wire-failure/"
"EVT-IMCA-0947","UNIQUE","EVT-IMCA-0947","Unique event fingerprint","International Marine Contractors Association (IMCA)","https://www.imca-int.com/resources/safety/safety-flashes/1819-mattress-beam-landed-very-close-to-divers/"
"EVT-IMCA-0948","UNIQUE","EVT-IMCA-0948","Unique event fingerprint","International Marine Contractors Association (IMCA)","https://www.imca-int.com/resources/safety/safety-flashes/1819-near-miss-two-dropped-objects-msf/"
"EVT-IMCA-0949","UNIQUE","EVT-IMCA-0949","Unique event fingerprint","International Marine Contractors Association (IMCA)","https://www.imca-int.com/resources/safety/safety-flashes/1719-high-potential-near-miss-storage-box-dropped-from-forklift/"
"EVT-IMCA-0950","UNIQUE","EVT-IMCA-0950","Unique event fingerprint","International Marine Contractors Association (IMCA)","https://www.imca-int.com/resources/safety/safety-flashes/1719-dropped-load-bottled-water-during-lifting-operations/"
"EVT-IMCA-0951","UNIQUE","EVT-IMCA-0951","Unique event fingerprint","International Marine Contractors Association (IMCA)","https://www.imca-int.com/resources/safety/safety-flashes/1719-near-miss-dropped-magnet-during-dry-docking/"
"EVT-IMCA-0952","UNIQUE","EVT-IMCA-0952","Unique event fingerprint","International Marine Contractors Association (IMCA)","https://www.imca-int.com/resources/safety/safety-flashes/1719-high-potential-near-miss-dropped-object-during-piggyback-drilling-operations/"
"EVT-IMCA-0953","UNIQUE","EVT-IMCA-0953","Unique event fingerprint","International Marine Contractors Association (IMCA)","https://www.imca-int.com/resources/safety/safety-flashes/1719-quayside-dropped-object/"
"EVT-IMCA-0954","UNIQUE","EVT-IMCA-0954","Unique event fingerprint","International Marine Contractors Association (IMCA)","https://www.imca-int.com/resources/safety/safety-flashes/1719-dropped-flexible-pipe-incident/"
"EVT-IMCA-0955","UNIQUE","EVT-IMCA-0955","Unique event fingerprint","International Marine Contractors Association (IMCA)","https://www.imca-int.com/resources/safety/safety-flashes/1619-lti-foot-injury-after-standing-on-rotating-winch-drum/"
"EVT-IMCA-0956","UNIQUE","EVT-IMCA-0956","Unique event fingerprint","International Marine Contractors Association (IMCA)","https://www.imca-int.com/resources/safety/safety-flashes/1619-sprained-ankle-whilst-climbing-on-equipment/"
"EVT-IMCA-0957","UNIQUE","EVT-IMCA-0957","Unique event fingerprint","International Marine Contractors Association (IMCA)","https://www.imca-int.com/resources/safety/safety-flashes/1619-line-of-fire-cutting-injury-to-index-finger/"
"EVT-IMCA-0958","UNIQUE","EVT-IMCA-0958","Unique event fingerprint","International Marine Contractors Association (IMCA)","https://www.imca-int.com/resources/safety/safety-flashes/1619-man-overboard-fatality/"
"EVT-IMCA-0959","UNIQUE","EVT-IMCA-0959","Unique event fingerprint","International Marine Contractors Association (IMCA)","https://www.imca-int.com/resources/safety/safety-flashes/1619-two-incidents-relating-to-life-raftslife-boats/"
"EVT-IMCA-0960","UNIQUE","EVT-IMCA-0960","Unique event fingerprint","International Marine Contractors Association (IMCA)","https://www.imca-int.com/resources/safety/safety-flashes/1519-well-drilled-in-the-wrong-place-breaches-railway-tunnel/"
"EVT-IMCA-0961","UNIQUE","EVT-IMCA-0961","Unique event fingerprint","International Marine Contractors Association (IMCA)","https://www.imca-int.com/resources/safety/safety-flashes/1519-space-heater-caught-fire/"
"EVT-IMCA-0962","UNIQUE","EVT-IMCA-0962","Unique event fingerprint","International Marine Contractors Association (IMCA)","https://www.imca-int.com/resources/safety/safety-flashes/1519-main-engine-turbocharger-lagging-on-fire/"
"EVT-IMCA-0963","UNIQUE","EVT-IMCA-0963","Unique event fingerprint","International Marine Contractors Association (IMCA)","https://www.imca-int.com/resources/safety/safety-flashes/1519-near-miss-uncontrolled-movement-of-gangway/"
"EVT-IMCA-0964","UNIQUE","EVT-IMCA-0964","Unique event fingerprint","International Marine Contractors Association (IMCA)","https://www.imca-int.com/resources/safety/safety-flashes/1519-have-a-regime-when-the-current-s-abeam-ensure-adequate-manoeuvring-space/"
"EVT-IMCA-0965","UNIQUE","EVT-IMCA-0965","Unique event fingerprint","International Marine Contractors Association (IMCA)","https://www.imca-int.com/resources/safety/safety-flashes/1419-high-potential-near-miss-person-found-unconscious-in-confined-space/"
"EVT-IMCA-0966","UNIQUE","EVT-IMCA-0966","Unique event fingerprint","International Marine Contractors Association (IMCA)","https://www.imca-int.com/resources/safety/safety-flashes/1419-three-hand-injuries/"
"EVT-IMCA-0967","UNIQUE","EVT-IMCA-0967","Unique event fingerprint","International Marine Contractors Association (IMCA)","https://www.imca-int.com/resources/safety/safety-flashes/1419-confined-spaces-silent-and-invisible-killers/"
"EVT-IMCA-0968","UNIQUE","EVT-IMCA-0968","Unique event fingerprint","International Marine Contractors Association (IMCA)","https://www.imca-int.com/resources/safety/safety-flashes/1419-three-fatalities-stored-energy-falling-objects-traffic-management/"
"EVT-IMCA-0969","UNIQUE","EVT-IMCA-0969","Unique event fingerprint","International Marine Contractors Association (IMCA)","https://www.imca-int.com/resources/safety/safety-flashes/1319-galley-electric-shock-uncontrolled-portable-electrical-equipment/"
"EVT-IMCA-0970","UNIQUE","EVT-IMCA-0970","Unique event fingerprint","International Marine Contractors Association (IMCA)","https://www.imca-int.com/resources/safety/safety-flashes/1319-use-of-220v-ac-power-tools-and-equipment/"
"EVT-IMCA-0971","UNIQUE","EVT-IMCA-0971","Unique event fingerprint","International Marine Contractors Association (IMCA)","https://www.imca-int.com/resources/safety/safety-flashes/1319-don-t-put-your-finger-in-the-wrong-place-failure-to-isolate-equipment-causes-serious-finger-injury/"
"EVT-IMCA-0972","UNIQUE","EVT-IMCA-0972","Unique event fingerprint","International Marine Contractors Association (IMCA)","https://www.imca-int.com/resources/safety/safety-flashes/1319-the-wear-and-care-of-safety-helmets/"
"EVT-IMCA-0973","UNIQUE","EVT-IMCA-0973","Unique event fingerprint","International Marine Contractors Association (IMCA)","https://www.imca-int.com/resources/safety/safety-flashes/1219-partial-pressure-of-oxygen-ppo2-getting-low-in-bell/"
"EVT-IMCA-0974","UNIQUE","EVT-IMCA-0974","Unique event fingerprint","International Marine Contractors Association (IMCA)","https://www.imca-int.com/resources/safety/safety-flashes/1219-oxygen-service-regulators/"
"EVT-IMCA-0975","UNIQUE","EVT-IMCA-0975","Unique event fingerprint","International Marine Contractors Association (IMCA)","https://www.imca-int.com/resources/safety/safety-flashes/1219-theft-from-vessel-at-anchor/"
"EVT-IMCA-0976","UNIQUE","EVT-IMCA-0976","Unique event fingerprint","International Marine Contractors Association (IMCA)","https://www.imca-int.com/resources/safety/safety-flashes/1219-dropped-load-water/"
