event_id,source_organization,document_title,source_url,document_id,document_hash,provenance_status,quality_flag,is_oil_internal
EVT-BSEE-0172,Bureau of Safety and Environmental Enforcement (BSEE),Safety Alert 344 - Chemical Containment Release,https://www.bsee.gov/safety-alerts/safety-alert-344-chemical-containment-release,SRC-BSEE-0172,191e3b259103a25a7b5ad0799c19ce0d18e6b63670ca6ef40fedae5b71dbeb29,VERIFIED,VERIFIED,False
EVT-BSEE-0173,Bureau of Safety and Environmental Enforcement (BSEE),Safety Alert 343 - Working at Heights - Near or Over Water,https://www.bsee.gov/safety-alerts/safety-alert-343-working-at-heights-near-or-over-water,SRC-BSEE-0173,c651871b59c0324dedb91716874f27d9fc5abeb307224964cfb9e77801b269f4,VERIFIED,VERIFIED,False
EVT-BSEE-0174,Bureau of Safety and Environmental Enforcement (BSEE),Safety Alert 342 - Hydraulic Boom Cylinder Failures,https://www.bsee.gov/safety-alerts/safety-alert-342-hydraulic-boom-cylinder-failures,SRC-BSEE-0174,ad83a67b4dfe3d6a267b63ddbcc7dfb06c74ee9e9a8da1b4c98d5103af2c5fef,VERIFIED,VERIFIED,False
EVT-BSEE-0175,Bureau of Safety and Environmental Enforcement (BSEE),Safety Alert 341 - Fired Vessel Hazards Identified by BSEE in Risk-Based Inspections,https://www.bsee.gov/safety-alerts/safety-alert-341-fired-vessel-hazards-identified-by-bsee-in-risk-based-inspections,SRC-BSEE-0175,8da65231ffc7031e2ce9813f431e7e499ecc7c690203ae1ac23922ce5320aee4,VERIFIED,VERIFIED,False
EVT-BSEE-0176,Bureau of Safety and Environmental Enforcement (BSEE),Safety Alert 340 - Caisson Well Surface Safety Valve Actuator Explodes,https://www.bsee.gov/safety-alerts/safety-alert-340-caisson-well-surface-safety-valve-actuator-explodes,SRC-BSEE-0176,d570f6b5af42601dd98f3ac72e34a7d640266a063ba9cda9b9b1ff05839a30b1,VERIFIED,VERIFIED,False
EVT-BSEE-0177,Bureau of Safety and Environmental Enforcement (BSEE),Safety Alert 339 - Running of Gas Sensing Line in Cable Tray Leads to Fire,https://www.bsee.gov/safety-alerts/safety-alert-339-running-of-gas-sensing-line-in-cable-tray-leads-to-fire,SRC-BSEE-0177,fc19d7bed302b322d0b54c0d5cf28c31353fc9f76c91ea75b6bb056cf941ba3a,VERIFIED,VERIFIED,False
EVT-BSEE-0178,Bureau of Safety and Environmental Enforcement (BSEE),Safety Alert 338 - Pressure Safety Element Rupture Disk Failures,https://www.bsee.gov/safety-alerts/safety-alert-338-pressure-safety-element-rupture-disk-failures,SRC-BSEE-0178,542f54f6eb7d921bbb597eeb43cf5255ad285cb957be3b440af49a488953cedb,VERIFIED,VERIFIED,False
EVT-BSEE-0179,Bureau of Safety and Environmental Enforcement (BSEE),Safety Alert 337 - Fires Caused by Electronic Device Chargers,https://www.bsee.gov/safety-alerts/safety-alert-337-fires-caused-by-electronic-device-chargers,SRC-BSEE-0179,f543fef3a05fccdb581f85f8c2be6ef105b376b20e2daf1556c9edebb8c2cc88,VERIFIED,VERIFIED,False
EVT-BSEE-0180,Bureau of Safety and Environmental Enforcement (BSEE),Safety Alert 336 - Recurring Hand Injury Incidents on the OCS,https://www.bsee.gov/safety-alerts/safety-alert-336-recurring-hand-injury-incidents-on-the-ocs,SRC-BSEE-0180,6641e710df9adbf51d8f90292d713a974dc1ae91d085d3f58745a02ad62dbffc,VERIFIED,VERIFIED,False
EVT-BSEE-0181,Bureau of Safety and Environmental Enforcement (BSEE),Safety Alert 335 - Failure to Mitigate Known Hazards Leads to Kick,https://www.bsee.gov/safety-alerts/safety-alert-335-failure-to-mitigate-known-hazards-leads-to-kick,SRC-BSEE-0181,47a76e1321152f1ced7d756cdea895a0a378a596c450ac587a494d2e67a91561,VERIFIED,VERIFIED,False
EVT-BSEE-0182,Bureau of Safety and Environmental Enforcement (BSEE),Safety Alert 334 - Benzene Level Exceeds Exposure Limits,https://www.bsee.gov/safety-alerts/safety-alert-334-benzene-level-exceeds-exposure-limits,SRC-BSEE-0182,e29e5e659898cf5839e089ca4676bf2a85c7dde6b03dd408c2bae1aa9099b8e4,VERIFIED,VERIFIED,False
EVT-BSEE-0183,Bureau of Safety and Environmental Enforcement (BSEE),Safety Alert 333 - Floating Production Platform Evacuated Amid Power Outage,https://www.bsee.gov/safety-alerts/safety-alert-333-floating-production-platform-evacuated-amid-power-outage,SRC-BSEE-0183,4caf5fa4273c13f54e5769881c740a13edeab0759b1f8d46502e02066a6252cb,VERIFIED,VERIFIED,False
EVT-BSEE-0184,Bureau of Safety and Environmental Enforcement (BSEE),Safety Alert 332 - Crane Hazards Identified by BSEE in Risk Based Inspections,https://www.bsee.gov/safety-alerts/safety-alert-332-crane-hazards-identified-by-bsee-in-risk-based-inspections,SRC-BSEE-0184,fd0788f05e9cc916125c4c9bb77bc3ef336ad775239e24f2aee3f3b5d13a6983,VERIFIED,VERIFIED,False
EVT-BSEE-0185,Bureau of Safety and Environmental Enforcement (BSEE),Safety Alert 331 - Personnel Transfers by Swing Rope and Personnel Basket,https://www.bsee.gov/safety-alerts/safety-alert-331-personnel-transfers-by-swing-rope-and-personnel-basket,SRC-BSEE-0185,ce2d793058d845824ebb806102b38aff1d10e4786b3aa7eea046afde28932004,VERIFIED,VERIFIED,False
EVT-BSEE-0186,Bureau of Safety and Environmental Enforcement (BSEE),Safety Alert 330 - MSA Gravity Welder Harnesses,https://www.bsee.gov/safety-alerts/safety-alert-330-msa-gravity-welder-harnesses,SRC-BSEE-0186,64c2f727e4008c93d7e2f2587f10985c53fedc47bd9715c632136c2e75913524,VERIFIED,VERIFIED,False
EVT-BSEE-0187,Bureau of Safety and Environmental Enforcement (BSEE),Safety Alert 329 - Potentially Catastrophic Crane and Lifting Incidents,https://www.bsee.gov/safety-alerts/safety-alert-329-potentially-catastrophic-crane-and-lifting-incidents,SRC-BSEE-0187,811bacb13c873b30e62ad842dd22b538e1b627040403f89153b7071717974bda,VERIFIED,VERIFIED,False
EVT-BSEE-0188,Bureau of Safety and Environmental Enforcement (BSEE),Safety Alert 328 - Gas Release Hazards Identified by BSEE,https://www.bsee.gov/safety-alerts/safety-alert-328-gas-release-hazards-identified-by-bsee,SRC-BSEE-0188,a2db2c9bfeae01960a904c6941c0d49928f1cb27fef31bf4717a24b8f788a912,VERIFIED,VERIFIED,False
EVT-BSEE-0189,Bureau of Safety and Environmental Enforcement (BSEE),Safety Alert 327 - Failure to Properly Purge Compressors Leads to Explosions,https://www.bsee.gov/safety-alerts/safety-alert-327-failure-to-properly-purge-compressors-leads-to-explosions,SRC-BSEE-0189,ccd752670c5a447a0236747bbd75918ab68562b500ef00ba5e768ada57348601,VERIFIED,VERIFIED,False
EVT-BSEE-0190,Bureau of Safety and Environmental Enforcement (BSEE),Safety Alert 326 - Floorhand Pinned in Hazardous Area,https://www.bsee.gov/safety-alerts/safety-alert-326-floorhand-pinned-in-hazardous-area,SRC-BSEE-0190,a5bb298c3e70666e7beee73540550a9b2903e080ffa1c1315a077e2b649705cf,VERIFIED,VERIFIED,False
EVT-BSEE-0191,Bureau of Safety and Environmental Enforcement (BSEE),Safety Alert 325 - Bolt Failures,https://www.bsee.gov/safety-alerts/safety-alert-325-bolt-failures-october-18-2017,SRC-BSEE-0191,baccdadcd728a84580a8dc2e324c5c212ded6c0f9070d8dd9b28bc3a69d7c580,VERIFIED,VERIFIED,False
EVT-BSEE-0192,Bureau of Safety and Environmental Enforcement (BSEE),Safety Alert 324 - Serious Incidents Associated with Pipe Racking Systems,https://www.bsee.gov/safety-alerts/safety-alert-324-serious-incidents-associated-with-pipe-racking-systems,SRC-BSEE-0192,f2f865c5026c8c3108830ab2beebcf0a9d7092f3fe94f7fd7e0192f693fb75f4,VERIFIED,VERIFIED,False
EVT-BSEE-0193,Bureau of Safety and Environmental Enforcement (BSEE),Safety Alert 323 - Subsea Flowline Failure Causes Pollution Incident and Delayed Detection Leads to Larger Spill Volume,https://www.bsee.gov/safety-alerts/safety-alert-323-subsea-flowline-failure-causes-pollution-incident-and-delayed,SRC-BSEE-0193,25a3502d14397ab480cea2005b7a985ec5e0449af752efa39f7e06f30b141667,VERIFIED,VERIFIED,False
EVT-BSEE-0194,Bureau of Safety and Environmental Enforcement (BSEE),Safety Alert 322 - Helideck Obstructions and Compounding Procedural Errors Contribute to Five Near Misses on OCS,https://www.bsee.gov/safety-alerts/safety-alert-322-helideck-obstructions-and-compounding-procedural-errors-contribute-to,SRC-BSEE-0194,aa72e2d6f2273e5a9181bc912d778691f0d70b60caba36c3274e528c74cb5cf7,VERIFIED,VERIFIED,False
EVT-BSEE-0195,Bureau of Safety and Environmental Enforcement (BSEE),Safety Alert 321 - Additional Catastrophic Incident Attributed  to Ejection of Traveling Slips,https://www.bsee.gov/safety-alerts/safety-alert-321-additional-catastrophic-incident-attributed-to-ejection-of-traveling,SRC-BSEE-0195,dc21b1d9fd5487406cc2ec7632f371823282a7ea193e12214d0b5f3d2c49000b,VERIFIED,VERIFIED,False
EVT-BSEE-0196,Bureau of Safety and Environmental Enforcement (BSEE),Safety Alert 320 - Automatic Pipe Handling System Drops Drill Pipe,https://www.bsee.gov/safety-alerts/safety-alert-320-automatic-pipe-handling-system-drops-drill-pipe-june-27-2016,SRC-BSEE-0196,06939a4de17dda386ce70e4969b2029f54f2327e01003e487d91ffa1ef56e4aa,VERIFIED,VERIFIED,False
EVT-BSEE-0197,Bureau of Safety and Environmental Enforcement (BSEE),Safety Alert 319 - Chemical Injection Point Corrosion Causes Production Header Failure,https://www.bsee.gov/safety-alerts/safety/safety-alert-319-chemical-injection-point-corrosion-causes-production-header,SRC-BSEE-0197,ef5f68d37bbe984b977494f190eab4baa8a41eb173073f2743c7d995b32eeab3,VERIFIED,VERIFIED,False
EVT-BSEE-0198,Bureau of Safety and Environmental Enforcement (BSEE),Safety Alert 318 - Connector and Bolt Failures,https://www.bsee.gov/safety-alerts/safety/safety-alert-318-connector-and-bolt-failures,SRC-BSEE-0198,8ff2801268bba31d099f51cf6e4e9d7c527e6537537822b531ab09041c206019,VERIFIED,VERIFIED,False
EVT-BSEE-0199,Bureau of Safety and Environmental Enforcement (BSEE),Safety Alert 317 - Catastrophic Incident Avoided,https://www.bsee.gov/safety-alerts/safety-alert-317-catastrophic-incident-avoided-june-12-2015,SRC-BSEE-0199,55985e9db642f9832cfaaa2b27f28a13b76f25e379f076f364452eec111f6b0c,VERIFIED,VERIFIED,False
EVT-BSEE-0200,Bureau of Safety and Environmental Enforcement (BSEE),Safety Alert 316 - Aviation Near Miss,https://www.bsee.gov/safety-alerts/safety-alert-316-aviation-near-miss-june-12-2015,SRC-BSEE-0200,6935cf770adcb0cd730f4829c1df243a3c0a406c94133a60ecf3d9b181ddf9a3,VERIFIED,VERIFIED,False
EVT-BSEE-0201,Bureau of Safety and Environmental Enforcement (BSEE),Safety Alert 315 - Dynamic Positioning System Failures on Offshore Supply Vessels Engaged in Oil and Gas Operations,https://www.bsee.gov/safety-alerts/safety-alert-315-dynamic-positioning-system-failures-on-offshore-supply-vessels,SRC-BSEE-0201,55981f623ec5619df20f99a0cb01b0ddcb0d1628d47e932ed857d7088193a043,VERIFIED,VERIFIED,False
EVT-BSEE-0202,Bureau of Safety and Environmental Enforcement (BSEE),Safety Alert 314 - Operator Electrocuted Trying to Charge a Battery,https://www.bsee.gov/safety-alerts/safety-alert-314-operator-electrocuted-trying-to-charge-a-battery-september-23-2014,SRC-BSEE-0202,70addeaf8599e7a77c4d33ba7bf286eb99910a42d8f0a1bc0e3662644d7bbeb1,VERIFIED,VERIFIED,False
EVT-BSEE-0203,Bureau of Safety and Environmental Enforcement (BSEE),Safety Alert 313 - Snake Grip Failure on Drill Line,https://www.bsee.gov/safety-alerts/safety/sa-313,SRC-BSEE-0203,3c01eb5dfdb6748148e0b7d9fe896cd1610d1404c53f130505052d5fe42224a0,VERIFIED,VERIFIED,False
EVT-BSEE-0204,Bureau of Safety and Environmental Enforcement (BSEE),Safety Alert 312 - Dynamic Positioning System Failures On Vessels Other Than Mobile Offshore Drilling Units (Vessels),https://www.bsee.gov/safety-alerts/public-engagement/safety-alert-312-dynamic-positioning-system-failures-on-vessels,SRC-BSEE-0204,7a133c66c9bd37bd83f21c3ed037a897142c8ba409cfbe996b6ebbe3969519ec,VERIFIED,VERIFIED,False
EVT-BSEE-0205,Bureau of Safety and Environmental Enforcement (BSEE),Safety Alert 311 - Methane Venting Hazard to Helicopter Operations,https://www.bsee.gov/safety-alerts/aviation/safety-alert-311-methane-venting-hazard-to-helicopter-operations,SRC-BSEE-0205,ae36cdbec897297084f8db7ab9d54ed1904e7e7101f0af2200acbe9f8984b8ab,VERIFIED,VERIFIED,False
EVT-BSEE-0206,Bureau of Safety and Environmental Enforcement (BSEE),Safety Alert 310 - Hydraulic Workover Unit Toppled by Waterspout,https://www.bsee.gov/safety-alerts/safety/safety-alert-310-hydraulic-workover-unit-toppled-by-waterspout,SRC-BSEE-0206,48cc7df5c0447b57208d74752136f2d4007d33b8ac9861f0ccdce8e78c2197be,VERIFIED,VERIFIED,False
EVT-BSEE-0207,Bureau of Safety and Environmental Enforcement (BSEE),Safety Alert 309 - Misuse of Beam Clamps as Ground,https://www.bsee.gov/safety-alerts/safety/safety-alert-309-misuse-of-beam-clamps-as-ground,SRC-BSEE-0207,1ed8476a28a8f57dfe630bb1179c4b09cd32f7b518c2d7817381a3e8da462682,VERIFIED,VERIFIED,False
EVT-BSEE-0208,Bureau of Safety and Environmental Enforcement (BSEE),Safety Alert 308 - Overloading Leads to Catastrophic Failure of Crane Boom,https://www.bsee.gov/safety-alerts/safety/safety-alert-308-overloading-leads-to-catastrophic-failure-of-crane-boom,SRC-BSEE-0208,df08dfe021704ba62b8535bce46db1f6f1c9447271f3fc0d99536c87565a0e58,VERIFIED,VERIFIED,False
EVT-BSEE-0209,Bureau of Safety and Environmental Enforcement (BSEE),Safety Alert 307 - Lower Stairwell Step Collapses Causing Injury,https://www.bsee.gov/safety-alerts/safety/safety-alert-307-lower-stairwell-step-collapses-causing-injury,SRC-BSEE-0209,c8baa4258b9384dab6b44b59fd6164e97eda6496508bf712ca067251bc624264,VERIFIED,VERIFIED,False
EVT-BSEE-0210,Bureau of Safety and Environmental Enforcement (BSEE),Safety Alert 306 - Trapped Pressure Beneath a Tubing Plug Blows Work String from Well,https://www.bsee.gov/safety-alerts/safety/safety-alert-306-trapped-pressure-beneath-a-tubing-plug-blows-work-string-from,SRC-BSEE-0210,68f0ba4aca69d5042f8cec7a503ac161dfd745513fed860443aa698274d6dcaa,VERIFIED,VERIFIED,False
EVT-BSEE-0211,Bureau of Safety and Environmental Enforcement (BSEE),"Safety Alert 305 - Explosion, Fire and Fatalities West Delta Block 32 Platform E",https://www.bsee.gov/safety-alerts/safety/safety-alert-305-explosion-fire-and-fatalities-west-delta-block-32-platform-e,SRC-BSEE-0211,7163bebefa21052dab548aabec98e30e4a06a05fa5e191bcbf4f9391286362fa,VERIFIED,VERIFIED,False
EVT-BSEE-0212,Bureau of Safety and Environmental Enforcement (BSEE),Safety Alert 304 - Boom Hoist Wire Rope Failure Results in Fatality,https://www.bsee.gov/safety-alerts/safety/safety-alert-304-boom-hoist-wire-rope-failure-results-in-fatality,SRC-BSEE-0212,62125bda7c486ae4d557a5c9e3a75a2f8206722df815e2a488a10c6b08d38c8b,VERIFIED,VERIFIED,False
EVT-BSEE-0213,Bureau of Safety and Environmental Enforcement (BSEE),Safety Alert 303 - Lower Marine Riser Package (LMRP) Connector Failure,https://www.bsee.gov/safety-alerts/safety/safety-alert-303-lower-marine-riser-package-lmrp-connector-failure,SRC-BSEE-0213,2c1da7c1a96ba00dc995c1cddbfe369d12d9232ef89b9742fe464ae7c4d75450,VERIFIED,VERIFIED,False
EVT-BSEE-0214,Bureau of Safety and Environmental Enforcement (BSEE),Safety Alert 302 - Pressure beneath a Surface Bridge Plug Blows Work String out of Well,https://www.bsee.gov/safety-alerts/incident-and-investigations/safety-alert-302-pressure-beneath-a-surface-bridge-plug-blows-work-string-out-of-well,SRC-BSEE-0214,e119af6df93b6db5a13970ac13457a48f6d0ad8c1946a30382c42e5fcda2a03e,VERIFIED,VERIFIED,False
EVT-BSEE-0215,Bureau of Safety and Environmental Enforcement (BSEE),Safety Alert 301 - Fall/Fatality during P&amp;A/Platform Abandonment,https://www.bsee.gov/safety-alerts/incident-and-investigations/safety-alert-301-fall-fatality-during-p-a-platform-abandonment,SRC-BSEE-0215,db2b5a9775049c63d152fa91b2b88eabe478209b6b46c52cf1ebf8b160ee7139,VERIFIED,VERIFIED,False
EVT-BSEE-0216,Bureau of Safety and Environmental Enforcement (BSEE),Safety Alert 300 - Unplanned Emergency Disconnect Sequence (EDS) of the Lower Marine Riser Package,https://www.bsee.gov/safety-alerts/deepwater/safety-alert-300-unplanned-emergency-disconnect-sequence-eds-of-the-lower,SRC-BSEE-0216,5178e013303ed3a62f34d0d6ac143f64fdbed0ab39cefc855895b2e578309cb8,VERIFIED,VERIFIED,False
EVT-BSEE-0217,Bureau of Safety and Environmental Enforcement (BSEE),Safety Alert 299 - Failure to Properly Bleed Tubing Hanger Void Results in Injury,https://www.bsee.gov/safety-alerts/safety/safety-alert-299-failure-to-properly-bleed-tubing-hanger-void-results-in-injury,SRC-BSEE-0217,6f7fb8d903fca56b2e2b12b97174231c0e7a4e9c4e866c510de26d5dcc35a0ef,VERIFIED,VERIFIED,False
EVT-BSEE-0218,Bureau of Safety and Environmental Enforcement (BSEE),Safety Alert 298 - Electric Line Failure from Corrosion Results in Injury,https://www.bsee.gov/safety-alerts/incident-and-investigations/safety-alert-298-electric-line-failure-from-corrosion,SRC-BSEE-0218,bf14229f3986ee683c45a0105b6b735390ae8091d28403855965c3d2468c3fec,VERIFIED,VERIFIED,False
EVT-BSEE-0219,Bureau of Safety and Environmental Enforcement (BSEE),Safety Alert 297 - Potable Water Pressure Tank Bladder Rupture,https://www.bsee.gov/safety-alerts/safety/safety-alert-297-potable-water-pressure-tank-bladder-rupture,SRC-BSEE-0219,f168152ac2c8a4af7109751dcf20e141501b65b102f92a2505e0b2fda8c96b19,VERIFIED,VERIFIED,False
EVT-BSEE-0220,Bureau of Safety and Environmental Enforcement (BSEE),Safety Alert 296 - Catastrophic Failures in Mooring Systems Possibly Put Floating Structures at Risk,https://www.bsee.gov/safety-alerts/inspection-and-enforcement/safety-alert-296-catastrophic-failures-in-mooring-systems,SRC-BSEE-0220,4dcb0bf452f9b72c932811fb364198942cee06347e1bf124458411e6c5e5e554,VERIFIED,VERIFIED,False
EVT-BSEE-0221,Bureau of Safety and Environmental Enforcement (BSEE),Safety Alert 295 - Compressor Fire Resulting from Separated Fuel Line Coupling,https://www.bsee.gov/safety-alerts/incident-and-investigations/safety-alert-295-compressor-fire-resulting-from-separated-fuel,SRC-BSEE-0221,b13b6f589d56615343ba4afdf949981027f9a0c063b0a174368b0be9a42e5b9b,VERIFIED,VERIFIED,False
EVT-BSEE-0222,Bureau of Safety and Environmental Enforcement (BSEE),Safety Alert 294 - Blowout Preventer Automatic Mode (Deadman) Activation,https://www.bsee.gov/safety-alerts/incident-and-investigations/safety-alert-294-blowout-preventer-automatic-mode-deadman,SRC-BSEE-0222,78a19f779b831144b70610c5850d5544ca765dbff515f3d17d6f901bbdfbc726,VERIFIED,VERIFIED,False
EVT-BSEE-0223,Bureau of Safety and Environmental Enforcement (BSEE),Safety Alert 293 - Platform RTU Battery Charger Fire,https://www.bsee.gov/safety-alerts/incident-and-investigations/safety-alert-293-platform-rtu-battery-charger-fire-march,SRC-BSEE-0223,996739a1167e10d7c5ff3544f0d671e8c811b86c72f8a08edd4264ee7812e4b8,VERIFIED,VERIFIED,False
EVT-BSEE-0224,Bureau of Safety and Environmental Enforcement (BSEE),Safety Alert 292 - Synthetic Base Mud (SBM) Inadvertently Discharged Overboard,https://www.bsee.gov/safety-alerts/incident-and-investigations/safety-alert-292-synthetic-base-mud-sbm-inadvertently,SRC-BSEE-0224,f02923d3f2654256cafcf5b1f79ff9a5b8802173a8d08cbc121fb9f784d804e2,VERIFIED,VERIFIED,False
EVT-BSEE-0225,Bureau of Safety and Environmental Enforcement (BSEE),Safety Alert 291 - Cutting into Process Piping Results in Pollution Event,https://www.bsee.gov/safety-alerts/incident-and-investigations/sa-291pdf,SRC-BSEE-0225,11cb48cb7b88a781b4df3979328b06a067d96ae868951083b56085f7ae42fc19,VERIFIED,VERIFIED,False
EVT-BSEE-0226,Bureau of Safety and Environmental Enforcement (BSEE),Safety Alert 290 - Plugged Flame Arrestor Results in Rupture of Oil Storage Tanks,https://www.bsee.gov/safety-alerts/incident-and-investigations/safety-alert-290-plugged-flame-arrestor-results-in-rupture,SRC-BSEE-0226,303fbb22b64e044589ce60318e05c9a1964e2a2748089844c88ef70b13f7ab78,VERIFIED,VERIFIED,False
EVT-BSEE-0227,Bureau of Safety and Environmental Enforcement (BSEE),Safety Alert 289 - Failure to Follow Lock-Out/Tag-Out Procedures Results in Gas Release,https://www.bsee.gov/safety-alerts/safety/sa-289pdf,SRC-BSEE-0227,8a1b6e2f0bbb077536d47cd73f70ab025afab8830afe6f7758c1430e26a64912,VERIFIED,VERIFIED,False
EVT-BSEE-0228,Bureau of Safety and Environmental Enforcement (BSEE),Safety Alert 288 - Pipe Handling Operations Result in Fatality,https://www.bsee.gov/safety-alerts/safety-enforcement-sed/safety-alert-288-pipe-handling-operations-result-in-fatality,SRC-BSEE-0228,5be8ff4c1da2004c1115418588218b8dba883fec2fdce79eda85fcff2ee01daf,VERIFIED,VERIFIED,False
EVT-BSEE-0229,Bureau of Safety and Environmental Enforcement (BSEE),Safety Alert 287 - Hot Bolting Fire,https://www.bsee.gov/safety-alerts/incident-and-investigations/safety-alert-287-hot-bolting-fire-june-6-2010,SRC-BSEE-0229,2e53aa41e7296f5e28b98fc1195a50019e3c649bda21d1a229ed646436518492,VERIFIED,VERIFIED,False
EVT-BSEE-0230,Bureau of Safety and Environmental Enforcement (BSEE),Safety Alert 286 - Fire Inside AC Evaporator Enclosure,https://www.bsee.gov/safety-alerts/incident-and-investigations/safety-alert-286-fire-inside-ac-evaporator-enclosure,SRC-BSEE-0230,71c69e2e944d2dd235545bfe41ce0abea0de61e4571a9bc83b1d832bc973e536,VERIFIED,VERIFIED,False
EVT-BSEE-0231,Bureau of Safety and Environmental Enforcement (BSEE),Safety Alert 285 - Compressor Starter Exhaust Flash Fire,https://www.bsee.gov/safety-alerts/incident-and-investigations/sa-285pdf,SRC-BSEE-0231,3c763047939655a1db473a8e6ddb706333487600a1adc050fcb1f6754a34d36d,VERIFIED,VERIFIED,False
EVT-BSEE-0232,Bureau of Safety and Environmental Enforcement (BSEE),Safety Alert 284 - Diverter Flow Event,https://www.bsee.gov/safety-alerts/incident-and-investigations/safety-alert-284-diverter-flow-event-december-15-2009,SRC-BSEE-0232,4eb45a4e397d9416c38d26c4f55199da569e4f5a2d7869b5ebd6624070e6266f,VERIFIED,VERIFIED,False
EVT-BSEE-0233,Bureau of Safety and Environmental Enforcement (BSEE),Safety Alert 283 - Crane Shock-Loading resulting from Casing Jack’s Hydraulic Hose Fitting Failure,https://www.bsee.gov/safety-alerts/incident-and-investigations/safety-alert-283-crane-shock-loading-resulting-from-casing,SRC-BSEE-0233,38467b42d8bd063005ac332d1f4cac20b5a4d0cc92b2a992065626a57c0489c0,VERIFIED,VERIFIED,False
EVT-BSEE-0234,Bureau of Safety and Environmental Enforcement (BSEE),Safety Alert 282 - Job Safety Analysis (JSA),https://www.bsee.gov/safety-alerts/incident-and-investigations/safety-alert-282-job-safety-analysis-jsa-july-23-2009,SRC-BSEE-0234,3f6d2afff35855364e54828c7c085d52b238acefa781a220e9cd2ca7019d3985,VERIFIED,VERIFIED,False
EVT-BSEE-0235,Bureau of Safety and Environmental Enforcement (BSEE),Safety Alert 281 - Drilling Rig Air-Operated Hoist Operation Fatality,https://www.bsee.gov/safety-alerts/incident-and-investigations/safety-alert-281-drilling-rig-air-operated-hoist-operation,SRC-BSEE-0235,e9a6c2754e0add62d002c78ef2a4f13bc932167a3dfb0834f9f6e155bda213d7,VERIFIED,VERIFIED,False
EVT-BSEE-0236,Bureau of Safety and Environmental Enforcement (BSEE),Safety Alert 280 - Worker Fatally Struck by Moving Pipe During Pipelay Operations,https://www.bsee.gov/safety-alerts/incident-and-investigations/safety-alert-280-worker-fatally-struck-by-moving-pipe,SRC-BSEE-0236,da670ccb66e6e28a260a22a4caa2bd915d6ee528a0ecb80280d952de057fce0e,VERIFIED,VERIFIED,False
EVT-BSEE-0237,Bureau of Safety and Environmental Enforcement (BSEE),Safety Alert 279 - Nylon Sling Failure,https://www.bsee.gov/safety-alerts/safety/sa-279pdf,SRC-BSEE-0237,8ce82a7b3afc04c226171a466bb3753ca305a8bb8c96e865c7d1ddac6d680f68,VERIFIED,VERIFIED,False
EVT-BSEE-0238,Bureau of Safety and Environmental Enforcement (BSEE),Safety Alert 278 - One Killed when Oil Pollution Pan Falls,https://www.bsee.gov/safety-alerts/incident-and-investigations/safety-alert-278-one-killed-when-oil-pollution-pan-falls,SRC-BSEE-0238,718d66a31351eebd183f39e434e2db06675af90dcc54d4fe3d9c29565aca6337,VERIFIED,VERIFIED,False
EVT-BSEE-0239,Bureau of Safety and Environmental Enforcement (BSEE),Safety Alert 277 - Mechanical Motion Equipment Injuries,https://www.bsee.gov/safety-alerts/incident-and-investigations/safety-alert-277-mechanical-motion-equipment-injuries,SRC-BSEE-0239,348dd27b6bd2dfa9155597c36fff2fed82fb5cb45d701fc940f31cc46abcc4b1,VERIFIED,VERIFIED,False
EVT-BSEE-0240,Bureau of Safety and Environmental Enforcement (BSEE),Safety Alert 275 - Wellhead Damage Caused by Hurricane,https://www.bsee.gov/safety-alerts/incident-and-investigations/safety-alert-275-wellhead-damage-caused-by-hurricane,SRC-BSEE-0240,5f393725b62eaf849b2272d0608e2701a7cbe4e19c4a86f8441b9e2033e9b4fa,VERIFIED,VERIFIED,False
EVT-BSEE-0241,Bureau of Safety and Environmental Enforcement (BSEE),Safety Alert 274 - Wireline BOP and Lubricator Ejection into GOM,https://www.bsee.gov/safety-alerts/incident-and-investigations/safety-alert-274-wireline-bop-and-lubricator-ejection-into,SRC-BSEE-0241,4b39ba8ae1ec8f4925e7f093b566f22cbfc43e4ea84b2d0613d785b892d47015,VERIFIED,VERIFIED,False
EVT-BSEE-0242,Bureau of Safety and Environmental Enforcement (BSEE),Safety Alert 273 - Drilling Rig Generator Electrical Equipment Fire,https://www.bsee.gov/safety-alerts/incident-and-investigations/safety-alert-273-drilling-rig-generator-electrical,SRC-BSEE-0242,a0ac2ea6b2af316d230d348dc9a09af8ea3a7ceaec12052e549fa5f310b49a13,VERIFIED,VERIFIED,False
EVT-BSEE-0243,Bureau of Safety and Environmental Enforcement (BSEE),Safety Alert 272 - Corroded Ring Gasket Causes Loss of Well Control,https://www.bsee.gov/safety-alerts/incident-and-investigations/sa-272pdf,SRC-BSEE-0243,569a67cb4ac85162e431cb2171b927edfde29ef08424d11ea91323a2cd2091ec,VERIFIED,VERIFIED,False
EVT-BSEE-0244,Bureau of Safety and Environmental Enforcement (BSEE),Safety Alert 271 - Motor Vessel to Platform Boat Landing Transfer Fatality,https://www.bsee.gov/safety-alerts/incident-and-investigations/safety-alert-271-motor-vessel-to-platform-boat-landing,SRC-BSEE-0244,10740030d758e4828625a2a9751d460aebbcc3dc94a410a66c965a20d994f648,VERIFIED,VERIFIED,False
