event_id,event_type,source_organization,document_id,event_date,facility,region,activity,equipment,energy_type,sif_potential,sif_label_type,actual_consequence,injury,fatality,dataset_tier,ml_eligibility
EVT-IMCA-0714,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0714,2021-03-04,UNKNOWN,International Marine & Offshore,Lifting & Rigging Operations,lifting sling,THERMAL,FALSE,DERIVED,None reported / Equipment stoppage or minor disruption.,,False,BRONZE,QUARANTINED
EVT-IMCA-0715,NEAR_MISS,International Marine Contractors Association (IMCA),SRC-IMCA-0715,2021-03-04,UNKNOWN,International Marine & Offshore,General Industrial / Offshore Operations,,UNKNOWN,UNKNOWN,UNKNOWN,None reported / Equipment stoppage or minor disruption.,,False,BRONZE,QUARANTINED
EVT-IMCA-0716,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0716,2021-03-04,UNKNOWN,International Marine & Offshore,Marine & Vessel Operations,,UNKNOWN,UNKNOWN,UNKNOWN,None reported / Equipment stoppage or minor disruption.,,False,BRONZE,QUARANTINED
EVT-IMCA-0717,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0717,2021-02-23,UNKNOWN,International Marine & Offshore,General Industrial / Offshore Operations,,THERMAL,UNKNOWN,UNKNOWN,None reported / Equipment stoppage or minor disruption.,,False,BRONZE,QUARANTINED
EVT-IMCA-0718,NEAR_MISS,International Marine Contractors Association (IMCA),SRC-IMCA-0718,2021-02-23,UNKNOWN,International Marine & Offshore,Marine & Vessel Operations,pneumatic,PRESSURE,UNKNOWN,UNKNOWN,None reported / Equipment stoppage or minor disruption.,,False,BRONZE,QUARANTINED
EVT-IMCA-0719,NEAR_MISS,International Marine Contractors Association (IMCA),SRC-IMCA-0719,2021-02-23,UNKNOWN,International Marine & Offshore,General Industrial / Offshore Operations,,UNKNOWN,UNKNOWN,UNKNOWN,None reported / Equipment stoppage or minor disruption.,,False,BRONZE,QUARANTINED
EVT-IMCA-0720,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0720,2021-02-23,UNKNOWN,International Marine & Offshore,General Industrial / Offshore Operations,acid,CHEMICAL,UNKNOWN,UNKNOWN,None reported / Equipment stoppage or minor disruption.,,False,BRONZE,QUARANTINED
EVT-IMCA-0721,NEAR_MISS,International Marine Contractors Association (IMCA),SRC-IMCA-0721,2021-02-23,UNKNOWN,International Marine & Offshore,Piping & Pressure Maintenance,,UNKNOWN,UNKNOWN,UNKNOWN,None reported / Equipment stoppage or minor disruption.,,False,BRONZE,QUARANTINED
EVT-IMCA-0722,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0722,2021-02-19,UNKNOWN,International Marine & Offshore,Lifting & Rigging Operations,,UNKNOWN,UNKNOWN,UNKNOWN,Fatal injury occurred.,Fatal injury,True,BRONZE,QUARANTINED
EVT-IMCA-0723,NEAR_MISS,International Marine Contractors Association (IMCA),SRC-IMCA-0723,2021-02-12,UNKNOWN,International Marine & Offshore,Marine & Vessel Operations,,UNKNOWN,UNKNOWN,UNKNOWN,None reported / Equipment stoppage or minor disruption.,,False,BRONZE,QUARANTINED
EVT-IMCA-0724,NEAR_MISS,International Marine Contractors Association (IMCA),SRC-IMCA-0724,2021-02-11,UNKNOWN,International Marine & Offshore,Lifting & Rigging Operations,,UNKNOWN,UNKNOWN,UNKNOWN,None reported / Equipment stoppage or minor disruption.,,False,BRONZE,QUARANTINED
EVT-IMCA-0725,NEAR_MISS,International Marine Contractors Association (IMCA),SRC-IMCA-0725,2021-02-11,UNKNOWN,International Marine & Offshore,General Industrial / Offshore Operations,,UNKNOWN,UNKNOWN,UNKNOWN,None reported / Equipment stoppage or minor disruption.,,False,BRONZE,QUARANTINED
EVT-IMCA-0726,NEAR_MISS,International Marine Contractors Association (IMCA),SRC-IMCA-0726,2021-02-11,UNKNOWN,International Marine & Offshore,Marine & Vessel Operations,,GRAVITATIONAL,UNKNOWN,UNKNOWN,No injuries occurred (Near Miss / Potential Consequence only).,None,False,BRONZE,QUARANTINED
EVT-IMCA-0727,NEAR_MISS,International Marine Contractors Association (IMCA),SRC-IMCA-0727,2021-02-11,UNKNOWN,International Marine & Offshore,Lifting & Rigging Operations,winch,KINETIC,UNKNOWN,UNKNOWN,None reported / Equipment stoppage or minor disruption.,,False,BRONZE,QUARANTINED
EVT-IMCA-0728,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0728,2021-02-02,UNKNOWN,International Marine & Offshore,General Industrial / Offshore Operations,,UNKNOWN,UNKNOWN,UNKNOWN,None reported / Equipment stoppage or minor disruption.,,False,BRONZE,QUARANTINED
EVT-IMCA-0729,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0729,2021-02-02,UNKNOWN,International Marine & Offshore,Hot Work Operations,,UNKNOWN,UNKNOWN,UNKNOWN,Minor injury requiring first aid or medical attention.,First aid / minor laceration or contusion,False,BRONZE,QUARANTINED
EVT-IMCA-0730,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0730,2021-02-02,UNKNOWN,International Marine & Offshore,Lifting & Rigging Operations,,UNKNOWN,UNKNOWN,UNKNOWN,None reported / Equipment stoppage or minor disruption.,,False,BRONZE,QUARANTINED
EVT-IMCA-0731,NEAR_MISS,International Marine Contractors Association (IMCA),SRC-IMCA-0731,2021-02-02,UNKNOWN,International Marine & Offshore,General Industrial / Offshore Operations,,UNKNOWN,UNKNOWN,UNKNOWN,None reported / Equipment stoppage or minor disruption.,,False,BRONZE,QUARANTINED
EVT-IMCA-0732,NEAR_MISS,International Marine Contractors Association (IMCA),SRC-IMCA-0732,2021-02-02,UNKNOWN,International Marine & Offshore,General Industrial / Offshore Operations,,UNKNOWN,UNKNOWN,UNKNOWN,None reported / Equipment stoppage or minor disruption.,,False,BRONZE,QUARANTINED
EVT-IMCA-0733,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0733,2021-01-19,Tanker Vessel,International Marine & Offshore,Marine & Vessel Operations,,UNKNOWN,TRUE,EXPLICIT,Fatal injury occurred.,Fatal injury,True,BRONZE,QUARANTINED
EVT-IMCA-0734,NEAR_MISS,International Marine Contractors Association (IMCA),SRC-IMCA-0734,2021-01-19,UNKNOWN,International Marine & Offshore,Marine & Vessel Operations,,UNKNOWN,UNKNOWN,UNKNOWN,No injuries occurred (Near Miss / Potential Consequence only).,None,False,BRONZE,QUARANTINED
EVT-IMCA-0735,NEAR_MISS,International Marine Contractors Association (IMCA),SRC-IMCA-0735,2021-01-19,UNKNOWN,International Marine & Offshore,General Industrial / Offshore Operations,,UNKNOWN,UNKNOWN,UNKNOWN,None reported / Equipment stoppage or minor disruption.,,False,BRONZE,QUARANTINED
EVT-IMCA-0736,NEAR_MISS,International Marine Contractors Association (IMCA),SRC-IMCA-0736,2021-01-19,UNKNOWN,International Marine & Offshore,Drilling & Well Intervention,,UNKNOWN,UNKNOWN,UNKNOWN,No injuries occurred (Near Miss / Potential Consequence only).,None,False,BRONZE,QUARANTINED
EVT-IMCA-0737,NEAR_MISS,International Marine Contractors Association (IMCA),SRC-IMCA-0737,2021-01-19,UNKNOWN,International Marine & Offshore,Drilling & Well Intervention,,UNKNOWN,UNKNOWN,UNKNOWN,No injuries occurred (Near Miss / Potential Consequence only).,None,False,BRONZE,QUARANTINED
EVT-IMCA-0738,NEAR_MISS,International Marine Contractors Association (IMCA),SRC-IMCA-0738,2021-01-05,UNKNOWN,International Marine & Offshore,Lifting & Rigging Operations,,UNKNOWN,UNKNOWN,UNKNOWN,None reported / Equipment stoppage or minor disruption.,,False,BRONZE,QUARANTINED
EVT-IMCA-0739,UC,International Marine Contractors Association (IMCA),SRC-IMCA-0739,2021-01-05,UNKNOWN,International Marine & Offshore,Lifting & Rigging Operations,,UNKNOWN,UNKNOWN,UNKNOWN,None reported / Equipment stoppage or minor disruption.,,False,BRONZE,QUARANTINED
EVT-IMCA-0740,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0740,2021-01-05,UNKNOWN,International Marine & Offshore,General Industrial / Offshore Operations,,UNKNOWN,UNKNOWN,UNKNOWN,None reported / Equipment stoppage or minor disruption.,,False,BRONZE,QUARANTINED
EVT-IMCA-0741,NEAR_MISS,International Marine Contractors Association (IMCA),SRC-IMCA-0741,2021-01-04,UNKNOWN,International Marine & Offshore,General Industrial / Offshore Operations,,UNKNOWN,UNKNOWN,UNKNOWN,None reported / Equipment stoppage or minor disruption.,,False,BRONZE,QUARANTINED
EVT-IMCA-0742,NEAR_MISS,International Marine Contractors Association (IMCA),SRC-IMCA-0742,2021-01-04,UNKNOWN,International Marine & Offshore,General Industrial / Offshore Operations,,UNKNOWN,UNKNOWN,UNKNOWN,None reported / Equipment stoppage or minor disruption.,,False,BRONZE,QUARANTINED
EVT-IMCA-0743,NEAR_MISS,International Marine Contractors Association (IMCA),SRC-IMCA-0743,2020-12-16,UNKNOWN,International Marine & Offshore,Lifting & Rigging Operations,,UNKNOWN,UNKNOWN,UNKNOWN,None reported / Equipment stoppage or minor disruption.,,False,BRONZE,QUARANTINED
EVT-IMCA-0744,NEAR_MISS,International Marine Contractors Association (IMCA),SRC-IMCA-0744,2020-12-16,UNKNOWN,International Marine & Offshore,General Industrial / Offshore Operations,,UNKNOWN,UNKNOWN,UNKNOWN,None reported / Equipment stoppage or minor disruption.,,False,BRONZE,QUARANTINED
EVT-IMCA-0745,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0745,2020-12-16,UNKNOWN,International Marine & Offshore,Marine & Vessel Operations,,THERMAL,TRUE,DERIVED,None reported / Equipment stoppage or minor disruption.,,False,BRONZE,QUARANTINED
EVT-IMCA-0746,NEAR_MISS,International Marine Contractors Association (IMCA),SRC-IMCA-0746,2020-12-16,UNKNOWN,International Marine & Offshore,General Industrial / Offshore Operations,,UNKNOWN,UNKNOWN,UNKNOWN,None reported / Equipment stoppage or minor disruption.,,False,BRONZE,QUARANTINED
EVT-IMCA-0747,NEAR_MISS,International Marine Contractors Association (IMCA),SRC-IMCA-0747,2020-12-16,UNKNOWN,International Marine & Offshore,Subsea & Diving Operations,remotely operated vehicle (ROV),UNKNOWN,UNKNOWN,UNKNOWN,None reported / Equipment stoppage or minor disruption.,,False,BRONZE,QUARANTINED
EVT-IMCA-0748,NEAR_MISS,International Marine Contractors Association (IMCA),SRC-IMCA-0748,2020-12-16,UNKNOWN,International Marine & Offshore,General Industrial / Offshore Operations,,UNKNOWN,UNKNOWN,UNKNOWN,None reported / Equipment stoppage or minor disruption.,,False,BRONZE,QUARANTINED
EVT-IMCA-0749,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0749,2020-12-06,UNKNOWN,International Marine & Offshore,General Industrial / Offshore Operations,,PRESSURE,TRUE,DERIVED,Fatal injury occurred.,Fatal injury,True,BRONZE,QUARANTINED
EVT-IMCA-0750,NEAR_MISS,International Marine Contractors Association (IMCA),SRC-IMCA-0750,2020-12-06,UNKNOWN,International Marine & Offshore,Piping & Pressure Maintenance,valve,PRESSURE,UNKNOWN,UNKNOWN,None reported / Equipment stoppage or minor disruption.,,False,BRONZE,QUARANTINED
EVT-IMCA-0751,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0751,2020-12-06,UNKNOWN,International Marine & Offshore,General Industrial / Offshore Operations,,UNKNOWN,UNKNOWN,UNKNOWN,Fatal injury occurred.,Fatal injury,True,BRONZE,QUARANTINED
EVT-IMCA-0752,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0752,2020-12-06,UNKNOWN,International Marine & Offshore,General Industrial / Offshore Operations,,THERMAL,TRUE,DERIVED,None reported / Equipment stoppage or minor disruption.,,False,BRONZE,QUARANTINED
EVT-IMCA-0753,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0753,2020-11-26,UNKNOWN,International Marine & Offshore,Marine & Vessel Operations,,THERMAL,UNKNOWN,UNKNOWN,None reported / Equipment stoppage or minor disruption.,,False,BRONZE,QUARANTINED
EVT-IMCA-0754,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0754,2020-11-26,UNKNOWN,International Marine & Offshore,General Industrial / Offshore Operations,,THERMAL,UNKNOWN,UNKNOWN,None reported / Equipment stoppage or minor disruption.,,False,BRONZE,QUARANTINED
EVT-IMCA-0755,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0755,2020-11-26,UNKNOWN,International Marine & Offshore,General Industrial / Offshore Operations,,THERMAL,UNKNOWN,UNKNOWN,None reported / Equipment stoppage or minor disruption.,,False,BRONZE,QUARANTINED
EVT-IMCA-0756,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0756,2020-11-26,UNKNOWN,International Marine & Offshore,Marine & Vessel Operations,,THERMAL,UNKNOWN,UNKNOWN,None reported / Equipment stoppage or minor disruption.,,False,BRONZE,QUARANTINED
EVT-IMCA-0757,NEAR_MISS,International Marine Contractors Association (IMCA),SRC-IMCA-0757,2020-11-26,UNKNOWN,International Marine & Offshore,Lifting & Rigging Operations,,GRAVITATIONAL,UNKNOWN,UNKNOWN,None reported / Equipment stoppage or minor disruption.,,False,BRONZE,QUARANTINED
EVT-IMCA-0758,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0758,2020-11-10,UNKNOWN,International Marine & Offshore,Lifting & Rigging Operations,crane,UNKNOWN,UNKNOWN,UNKNOWN,None reported / Equipment stoppage or minor disruption.,,False,BRONZE,QUARANTINED
EVT-IMCA-0759,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0759,2020-11-10,UNKNOWN,International Marine & Offshore,Lifting & Rigging Operations,crane,UNKNOWN,UNKNOWN,UNKNOWN,None reported / Equipment stoppage or minor disruption.,,False,BRONZE,QUARANTINED
EVT-IMCA-0760,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0760,2020-11-10,UNKNOWN,International Marine & Offshore,General Industrial / Offshore Operations,,UNKNOWN,TRUE,EXPLICIT,Fatal injury occurred.,Fatal injury,True,BRONZE,QUARANTINED
EVT-IMCA-0761,NEAR_MISS,International Marine Contractors Association (IMCA),SRC-IMCA-0761,2020-11-10,UNKNOWN,International Marine & Offshore,Marine & Vessel Operations,,UNKNOWN,UNKNOWN,UNKNOWN,None reported / Equipment stoppage or minor disruption.,,False,BRONZE,QUARANTINED
EVT-IMCA-0762,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0762,2020-11-10,UNKNOWN,International Marine & Offshore,General Industrial / Offshore Operations,,UNKNOWN,UNKNOWN,UNKNOWN,None reported / Equipment stoppage or minor disruption.,,False,BRONZE,QUARANTINED
EVT-IMCA-0763,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0763,2020-11-10,UNKNOWN,International Marine & Offshore,General Industrial / Offshore Operations,,THERMAL,UNKNOWN,UNKNOWN,None reported / Equipment stoppage or minor disruption.,,False,BRONZE,QUARANTINED
EVT-IMCA-0764,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0764,2020-10-23,UNKNOWN,International Marine & Offshore,General Industrial / Offshore Operations,,THERMAL,UNKNOWN,UNKNOWN,None reported / Equipment stoppage or minor disruption.,,False,BRONZE,QUARANTINED
EVT-IMCA-0765,NEAR_MISS,International Marine Contractors Association (IMCA),SRC-IMCA-0765,2020-10-23,UNKNOWN,International Marine & Offshore,Marine & Vessel Operations,,UNKNOWN,UNKNOWN,UNKNOWN,None reported / Equipment stoppage or minor disruption.,,False,BRONZE,QUARANTINED
EVT-IMCA-0766,NEAR_MISS,International Marine Contractors Association (IMCA),SRC-IMCA-0766,2020-10-23,UNKNOWN,International Marine & Offshore,Subsea & Diving Operations,,UNKNOWN,UNKNOWN,UNKNOWN,None reported / Equipment stoppage or minor disruption.,,False,BRONZE,QUARANTINED
EVT-IMCA-0767,NEAR_MISS,International Marine Contractors Association (IMCA),SRC-IMCA-0767,2020-10-23,UNKNOWN,International Marine & Offshore,Lifting & Rigging Operations,,UNKNOWN,UNKNOWN,UNKNOWN,None reported / Equipment stoppage or minor disruption.,,False,BRONZE,QUARANTINED
EVT-IMCA-0768,NEAR_MISS,International Marine Contractors Association (IMCA),SRC-IMCA-0768,2020-10-23,UNKNOWN,International Marine & Offshore,Piping & Pressure Maintenance,,UNKNOWN,UNKNOWN,UNKNOWN,None reported / Equipment stoppage or minor disruption.,,False,BRONZE,QUARANTINED
EVT-IMCA-0769,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0769,2020-10-09,UNKNOWN,International Marine & Offshore,Lifting & Rigging Operations,crane,PRESSURE,UNKNOWN,UNKNOWN,None reported / Equipment stoppage or minor disruption.,,False,BRONZE,QUARANTINED
EVT-IMCA-0770,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0770,2020-10-09,UNKNOWN,International Marine & Offshore,Lifting & Rigging Operations,lift / elevator,UNKNOWN,UNKNOWN,UNKNOWN,None reported / Equipment stoppage or minor disruption.,,False,BRONZE,QUARANTINED
EVT-IMCA-0771,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0771,2020-10-09,UNKNOWN,International Marine & Offshore,Lifting & Rigging Operations,lift / elevator,UNKNOWN,UNKNOWN,UNKNOWN,None reported / Equipment stoppage or minor disruption.,,False,BRONZE,QUARANTINED
EVT-IMCA-0772,NEAR_MISS,International Marine Contractors Association (IMCA),SRC-IMCA-0772,2020-10-09,UNKNOWN,International Marine & Offshore,Lifting & Rigging Operations,crane,GRAVITATIONAL,UNKNOWN,UNKNOWN,None reported / Equipment stoppage or minor disruption.,,False,BRONZE,QUARANTINED
EVT-IMCA-0773,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0773,2020-10-09,UNKNOWN,International Marine & Offshore,Marine & Vessel Operations,,UNKNOWN,UNKNOWN,UNKNOWN,None reported / Equipment stoppage or minor disruption.,,False,BRONZE,QUARANTINED
EVT-IMCA-0774,NEAR_MISS,International Marine Contractors Association (IMCA),SRC-IMCA-0774,2020-09-28,UNKNOWN,International Marine & Offshore,Lifting & Rigging Operations,,UNKNOWN,UNKNOWN,UNKNOWN,None reported / Equipment stoppage or minor disruption.,,False,BRONZE,QUARANTINED
EVT-IMCA-0775,UA,International Marine Contractors Association (IMCA),SRC-IMCA-0775,2020-09-28,UNKNOWN,International Marine & Offshore,General Industrial / Offshore Operations,,UNKNOWN,UNKNOWN,UNKNOWN,None reported / Equipment stoppage or minor disruption.,,False,BRONZE,QUARANTINED
EVT-IMCA-0776,NEAR_MISS,International Marine Contractors Association (IMCA),SRC-IMCA-0776,2020-09-28,UNKNOWN,International Marine & Offshore,General Industrial / Offshore Operations,,UNKNOWN,UNKNOWN,UNKNOWN,None reported / Equipment stoppage or minor disruption.,,False,BRONZE,QUARANTINED
EVT-IMCA-0777,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0777,2020-09-28,UNKNOWN,International Marine & Offshore,General Industrial / Offshore Operations,,UNKNOWN,UNKNOWN,UNKNOWN,None reported / Equipment stoppage or minor disruption.,,False,BRONZE,QUARANTINED
EVT-IMCA-0778,NEAR_MISS,International Marine Contractors Association (IMCA),SRC-IMCA-0778,2020-09-28,UNKNOWN,International Marine & Offshore,General Industrial / Offshore Operations,,ELECTRICAL,UNKNOWN,UNKNOWN,None reported / Equipment stoppage or minor disruption.,,False,BRONZE,QUARANTINED
EVT-IMCA-0779,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0779,2020-09-15,UNKNOWN,International Marine & Offshore,Subsea & Diving Operations,suspended load,GRAVITATIONAL,TRUE,DERIVED,No injuries occurred (Near Miss / Potential Consequence only).,None,False,BRONZE,QUARANTINED
EVT-IMCA-0780,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0780,2020-09-15,UNKNOWN,International Marine & Offshore,General Industrial / Offshore Operations,winch,KINETIC,UNKNOWN,UNKNOWN,None reported / Equipment stoppage or minor disruption.,,False,BRONZE,QUARANTINED
EVT-IMCA-0781,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0781,2020-09-15,UNKNOWN,International Marine & Offshore,Hot Work Operations,rotating,KINETIC,TRUE,DERIVED,None reported / Equipment stoppage or minor disruption.,,False,BRONZE,QUARANTINED
EVT-IMCA-0782,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0782,2020-09-15,UNKNOWN,International Marine & Offshore,Hot Work Operations,rotating,KINETIC,TRUE,DERIVED,Lost time / serious personal injury sustained.,Fracture / Lost time injury,False,BRONZE,QUARANTINED
EVT-IMCA-0783,NEAR_MISS,International Marine Contractors Association (IMCA),SRC-IMCA-0783,2020-09-15,UNKNOWN,International Marine & Offshore,General Industrial / Offshore Operations,,PRESSURE,UNKNOWN,UNKNOWN,None reported / Equipment stoppage or minor disruption.,,False,BRONZE,QUARANTINED
EVT-IMCA-0784,NEAR_MISS,International Marine Contractors Association (IMCA),SRC-IMCA-0784,2020-09-04,UNKNOWN,International Marine & Offshore,Lifting & Rigging Operations,crane,UNKNOWN,TRUE,EXPLICIT,No injuries occurred (Near Miss / Potential Consequence only).,None,False,BRONZE,QUARANTINED
EVT-IMCA-0785,NEAR_MISS,International Marine Contractors Association (IMCA),SRC-IMCA-0785,2020-09-04,UNKNOWN,International Marine & Offshore,Lifting & Rigging Operations,,UNKNOWN,UNKNOWN,UNKNOWN,No injuries occurred (Near Miss / Potential Consequence only).,None,False,BRONZE,QUARANTINED
EVT-IMCA-0786,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0786,2020-09-04,UNKNOWN,International Marine & Offshore,Lifting & Rigging Operations,crane,UNKNOWN,UNKNOWN,UNKNOWN,None reported / Equipment stoppage or minor disruption.,,False,BRONZE,QUARANTINED
EVT-IMCA-0787,NEAR_MISS,International Marine Contractors Association (IMCA),SRC-IMCA-0787,2020-09-04,UNKNOWN,International Marine & Offshore,Lifting & Rigging Operations,crane,UNKNOWN,UNKNOWN,UNKNOWN,None reported / Equipment stoppage or minor disruption.,,False,BRONZE,QUARANTINED
EVT-IMCA-0788,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0788,2020-09-04,UNKNOWN,International Marine & Offshore,Marine & Vessel Operations,suspended load,GRAVITATIONAL,TRUE,DERIVED,None reported / Equipment stoppage or minor disruption.,,False,BRONZE,QUARANTINED
EVT-IMCA-0789,NEAR_MISS,International Marine Contractors Association (IMCA),SRC-IMCA-0789,2020-08-25,UNKNOWN,International Marine & Offshore,Subsea & Diving Operations,,UNKNOWN,UNKNOWN,UNKNOWN,None reported / Equipment stoppage or minor disruption.,,False,BRONZE,QUARANTINED
EVT-IMCA-0790,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0790,2020-08-25,UNKNOWN,International Marine & Offshore,Hot Work Operations,,THERMAL,UNKNOWN,UNKNOWN,None reported / Equipment stoppage or minor disruption.,,False,BRONZE,QUARANTINED
EVT-IMCA-0791,NEAR_MISS,International Marine Contractors Association (IMCA),SRC-IMCA-0791,2020-08-25,UNKNOWN,International Marine & Offshore,General Industrial / Offshore Operations,hose,UNKNOWN,UNKNOWN,UNKNOWN,No injuries occurred (Near Miss / Potential Consequence only).,None,False,BRONZE,QUARANTINED
EVT-IMCA-0792,NEAR_MISS,International Marine Contractors Association (IMCA),SRC-IMCA-0792,2020-08-25,UNKNOWN,International Marine & Offshore,General Industrial / Offshore Operations,,ELECTRICAL,UNKNOWN,UNKNOWN,None reported / Equipment stoppage or minor disruption.,,False,BRONZE,QUARANTINED
EVT-IMCA-0793,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0793,2020-08-25,UNKNOWN,International Marine & Offshore,Hot Work Operations,,UNKNOWN,UNKNOWN,UNKNOWN,Minor injury requiring first aid or medical attention.,First aid / minor laceration or contusion,False,BRONZE,QUARANTINED
EVT-IMCA-0794,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0794,2020-08-14,UNKNOWN,International Marine & Offshore,Marine & Vessel Operations,,UNKNOWN,UNKNOWN,UNKNOWN,None reported / Equipment stoppage or minor disruption.,,False,BRONZE,QUARANTINED
EVT-IMCA-0795,NEAR_MISS,International Marine Contractors Association (IMCA),SRC-IMCA-0795,2020-08-14,UNKNOWN,International Marine & Offshore,Marine & Vessel Operations,,UNKNOWN,UNKNOWN,UNKNOWN,None reported / Equipment stoppage or minor disruption.,,False,BRONZE,QUARANTINED
EVT-IMCA-0796,NEAR_MISS,International Marine Contractors Association (IMCA),SRC-IMCA-0796,2020-08-14,UNKNOWN,International Marine & Offshore,Drilling & Well Intervention,,UNKNOWN,UNKNOWN,UNKNOWN,No injuries occurred (Near Miss / Potential Consequence only).,None,False,BRONZE,QUARANTINED
EVT-IMCA-0797,NEAR_MISS,International Marine Contractors Association (IMCA),SRC-IMCA-0797,2020-08-14,UNKNOWN,International Marine & Offshore,Drilling & Well Intervention,,UNKNOWN,UNKNOWN,UNKNOWN,None reported / Equipment stoppage or minor disruption.,,False,BRONZE,QUARANTINED
EVT-IMCA-0798,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0798,2020-08-14,UNKNOWN,International Marine & Offshore,Lifting & Rigging Operations,hose,UNKNOWN,UNKNOWN,UNKNOWN,No injuries occurred (Near Miss / Potential Consequence only).,None,False,BRONZE,QUARANTINED
EVT-IMCA-0799,NEAR_MISS,International Marine Contractors Association (IMCA),SRC-IMCA-0799,2020-07-31,UNKNOWN,International Marine & Offshore,Subsea & Diving Operations,,UNKNOWN,UNKNOWN,UNKNOWN,Minor injury requiring first aid or medical attention.,First aid / minor laceration or contusion,False,BRONZE,QUARANTINED
EVT-IMCA-0800,NEAR_MISS,International Marine Contractors Association (IMCA),SRC-IMCA-0800,2020-07-31,UNKNOWN,International Marine & Offshore,Hot Work Operations,,UNKNOWN,UNKNOWN,UNKNOWN,Minor injury requiring first aid or medical attention.,First aid / minor laceration or contusion,False,BRONZE,QUARANTINED
EVT-IMCA-0801,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0801,2020-07-24,UNKNOWN,International Marine & Offshore,General Industrial / Offshore Operations,,UNKNOWN,UNKNOWN,UNKNOWN,None reported / Equipment stoppage or minor disruption.,,False,BRONZE,QUARANTINED
EVT-IMCA-0802,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0802,2020-07-24,UNKNOWN,International Marine & Offshore,Piping & Pressure Maintenance,,UNKNOWN,UNKNOWN,UNKNOWN,Minor injury requiring first aid or medical attention.,First aid / minor laceration or contusion,False,BRONZE,QUARANTINED
EVT-IMCA-0803,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0803,2020-07-24,UNKNOWN,International Marine & Offshore,General Industrial / Offshore Operations,,UNKNOWN,UNKNOWN,UNKNOWN,None reported / Equipment stoppage or minor disruption.,,False,BRONZE,QUARANTINED
EVT-IMCA-0804,NEAR_MISS,International Marine Contractors Association (IMCA),SRC-IMCA-0804,2020-07-24,UNKNOWN,International Marine & Offshore,Hot Work Operations,,UNKNOWN,UNKNOWN,UNKNOWN,Minor injury requiring first aid or medical attention.,First aid / minor laceration or contusion,False,BRONZE,QUARANTINED
EVT-IMCA-0805,NEAR_MISS,International Marine Contractors Association (IMCA),SRC-IMCA-0805,2020-07-24,UNKNOWN,International Marine & Offshore,Hot Work Operations,,UNKNOWN,UNKNOWN,UNKNOWN,Fatal injury occurred.,Fatal injury,True,BRONZE,QUARANTINED
EVT-IMCA-0806,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0806,2020-07-24,UNKNOWN,International Marine & Offshore,Marine & Vessel Operations,,THERMAL,UNKNOWN,UNKNOWN,No injuries occurred (Near Miss / Potential Consequence only).,None,False,BRONZE,QUARANTINED
